,date,game_center,geo_location,attendance,capacity,home,guest
561,2016-01-14 22:30:00,STAPLES Center,"Los Angeles, CA",19194,19060,Clippers,Heat
562,2016-01-15 19:00:00,Wells Fargo Center,"Philadelphia, PA",14063,20318,76ers,Bulls
563,2016-01-15 20:00:00,FedExForum,"Memphis, TN",15977,18119,Grizzlies,Pistons
564,2016-01-15 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Cavaliers
565,2016-01-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",17894,19911,Jazz,Kings
566,2016-01-15 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Lakers
567,2016-01-16 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Wizards
568,2016-01-16 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Timberwolves
569,2016-01-16 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Suns
570,2016-01-16 20:00:00,United Center,"Chicago, IL",22056,20917,Bulls,Mavericks
571,2016-01-16 20:00:00,Smoothie King Center,"New Orleans, LA",16876,17188,Pelicans,Hornets
572,2016-01-16 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15144,18717,Bucks,Hawks
573,2016-01-16 21:00:00,Pepsi Center,"Denver, CO",15406,19155,Nuggets,Heat
574,2016-01-16 21:30:00,Toyota Center,"Houston, TX",18320,18104,Rockets,Cavaliers
575,2016-01-17 19:30:00,Philips Arena,"Atlanta, GA",17052,18729,Hawks,Nets
576,2016-01-17 19:00:00,Spectrum Center,"Charlotte, NC",18288,19077,Hornets,Bucks
577,2016-01-17 19:30:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Celtics
578,2016-01-17 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21584,22076,Pistons,Warriors
579,2016-01-17 19:30:00,Wells Fargo Center,"Philadelphia, PA",15698,20318,76ers,Blazers
580,2016-01-17 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Knicks
581,2016-01-17 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Lakers
582,2016-01-17 22:30:00,STAPLES Center,"Los Angeles, CA",19191,19060,Clippers,Kings
583,2016-01-18 15:30:00,Target Center,"Minneapolis, MN",14330,19356,Timberwolves,Suns
584,2016-01-18 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Heat
585,2016-01-18 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Mavericks
586,2016-01-18 20:00:00,Pepsi Center,"Denver, CO",11104,19155,Nuggets,Pacers
587,2016-01-18 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Rockets
588,2016-01-19 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,76ers
589,2016-01-19 14:00:00,Spectrum Center,"Charlotte, NC",17459,19077,Hornets,Jazz
590,2016-01-19 14:00:00,Verizon Center,"Washington, DC",17236,20173,Wizards,Blazers
591,2016-01-19 14:30:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Pelicans
592,2016-01-19 15:30:00,The Palace of Auburn Hills,"Detroit, MI",18935,22076,Pistons,Bulls
593,2016-01-19 17:00:00,Philips Arena,"Atlanta, GA",17460,18729,Hawks,Magic
594,2016-01-19 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Nets
595,2016-01-19 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Warriors
596,2016-01-19 20:30:00,American Airlines Center,"Dallas, TX",19866,19200,Mavericks,Celtics
597,2016-01-19 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Rockets
598,2016-01-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19886,19600,Heat,Bucks
599,2016-01-20 20:00:00,Smoothie King Center,"New Orleans, LA",14255,17188,Pelicans,Timberwolves
600,2016-01-20 21:00:00,Pepsi Center,"Denver, CO",12844,19155,Nuggets,Thunder
601,2016-01-20 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16802,18422,Suns,Pacers
602,2016-01-21 19:00:00,Amway Center,"Orlando, FL",17746,18500,Magic,76ers
603,2016-01-21 19:00:00,Verizon Center,"Washington, DC",17008,20173,Wizards,Heat
604,2016-01-21 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Jazz
605,2016-01-21 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Celtics
606,2016-01-21 20:00:00,United Center,"Chicago, IL",23152,20917,Bulls,Warriors
607,2016-01-21 20:00:00,Toyota Center,"Houston, TX",17203,18104,Rockets,Pistons
608,2016-01-21 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Hornets
609,2016-01-21 20:30:00,American Airlines Center,"Dallas, TX",19621,19200,Mavericks,Timberwolves
610,2016-01-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Kings
611,2016-01-21 22:30:00,Moda Center,"Portland, OR",18783,19441,Trail,Hawks
612,2016-01-22 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Clippers
613,2016-01-22 20:00:00,Smoothie King Center,"New Orleans, LA",15281,17188,Pelicans,Pistons
614,2016-01-22 21:00:00,Pepsi Center,"Denver, CO",16140,19155,Nuggets,Grizzlies
615,2016-01-22 22:00:00,Sleep Train Arena,"Sacramento, CA",17019,17317,Kings,Hawks
616,2016-01-22 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16779,18422,Suns,Spurs
617,2016-01-23 19:00:00,Amway Center,"Orlando, FL",18083,18500,Magic,Hornets
618,2016-01-23 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Bulls
619,2016-01-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Clippers
620,2016-01-23 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Heat
621,2016-01-23 20:00:00,Toyota Center,"Houston, TX",17196,18104,Rockets,Bucks
622,2016-01-23 20:30:00,American Airlines Center,"Dallas, TX",20284,19200,Mavericks,Thunder
623,2016-01-23 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Pacers
624,2016-01-23 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Spurs
625,2016-01-24 19:00:00,Spectrum Center,"Charlotte, NC",17768,19077,Hornets,Knicks
626,2016-01-24 19:00:00,Smoothie King Center,"New Orleans, LA",16980,17188,Pelicans,Bucks
627,2016-01-24 20:00:00,Target Center,"Minneapolis, MN",15608,19356,Timberwolves,Grizzlies
628,2016-01-24 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Bulls
629,2016-01-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17034,18422,Suns,Hawks
630,2016-01-24 21:30:00,Pepsi Center,"Denver, CO",14646,19155,Nuggets,Pistons
631,2016-01-24 22:30:00,Moda Center,"Portland, OR",19728,19441,Trail,Lakers
632,2016-01-24 22:30:00,Sleep Train Arena,"Sacramento, CA",17419,17317,Kings,Pacers
633,2016-01-25 15:30:00,Toyota Center,"Houston, TX",18142,18104,Rockets,Mavericks
634,2016-01-25 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Clippers
635,2016-01-26 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Timberwolves
636,2016-01-26 19:00:00,Verizon Center,"Washington, DC",11753,20173,Wizards,Celtics
637,2016-01-26 20:00:00,United Center,"Chicago, IL",21720,20917,Bulls,Heat
638,2016-01-26 20:00:00,FedExForum,"Memphis, TN",15779,18119,Grizzlies,Magic
639,2016-01-26 20:00:00,Smoothie King Center,"New Orleans, LA",15688,17188,Pelicans,Rockets
640,2016-01-26 21:00:00,Pepsi Center,"Denver, CO",10280,19155,Nuggets,Hawks
641,2016-01-26 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18783,19911,Jazz,Pistons
642,2016-01-26 22:00:00,Sleep Train Arena,"Sacramento, CA",16991,17317,Kings,Hornets
643,2016-01-26 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Spurs
644,2016-01-27 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15448,18165,Pacers,Clippers
645,2016-01-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",10851,20318,76ers,Suns
646,2016-01-27 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Thunder
647,2016-01-27 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Wizards
648,2016-01-27 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",11884,18717,Bucks,Magic
649,2016-01-27 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Kings
650,2016-01-27 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Mavericks
651,2016-01-28 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Suns
652,2016-01-28 19:30:00,TD Garden,"Boston, MA",18108,18624,Celtics,Nuggets
653,2016-01-28 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13712,22076,Pistons,76ers
654,2016-01-28 20:00:00,Philips Arena,"Atlanta, GA",17664,18729,Hawks,Clippers
655,2016-01-28 20:00:00,Target Center,"Minneapolis, MN",13337,19356,Timberwolves,Thunder
656,2016-01-28 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Rockets
657,2016-01-28 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",16683,19911,Jazz,Hornets
658,2016-01-28 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Mavericks
659,2016-01-29 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15196,18165,Pacers,Hawks
660,2016-01-29 19:00:00,Verizon Center,"Washington, DC",15146,20173,Wizards,Nuggets
661,2016-01-29 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Knicks
662,2016-01-29 20:00:00,FedExForum,"Memphis, TN",15244,18119,Grizzlies,Bucks
663,2016-01-29 20:00:00,Smoothie King Center,"New Orleans, LA",15636,17188,Pelicans,Kings
664,2016-01-29 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Bulls
665,2016-01-30 19:30:00,TD Garden,"Boston, MA",17729,18624,Celtics,Magic
666,2016-01-30 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21012,22076,Pistons,Cavaliers
667,2016-01-30 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Suns
668,2016-01-30 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Rockets
669,2016-01-30 20:30:00,American Airlines Center,"Dallas, TX",20409,19200,Mavericks,Nets
670,2016-01-30 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17846,18717,Bucks,Heat
671,2016-01-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18850,19911,Jazz,Timberwolves
672,2016-01-30 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Hornets
673,2016-01-30 22:30:00,STAPLES Center,"Los Angeles, CA",19495,19060,Clippers,Lakers
674,2016-01-31 17:00:00,Wells Fargo Center,"Philadelphia, PA",20798,20318,76ers,Warriors
675,2016-01-31 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Pistons
676,2016-01-31 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Nuggets
677,2016-01-31 19:00:00,Smoothie King Center,"New Orleans, LA",18037,17188,Pelicans,Nets
678,2016-01-31 20:00:00,Toyota Center,"Houston, TX",18320,18104,Rockets,Wizards
679,2016-01-31 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Kings
680,2016-01-31 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Spurs
681,2016-02-01 15:30:00,STAPLES Center,"Los Angeles, CA",19325,19060,Clippers,Bulls
682,2016-02-01 18:00:00,AmericanAirlines Arena,"Miami, FL",19937,19600,Heat,Hawks
683,2016-02-01 18:00:00,Amway Center,"Orlando, FL",18846,18500,Magic,Celtics
684,2016-02-01 19:00:00,American Airlines Center,"Dallas, TX",20137,19200,Mavericks,Suns
685,2016-02-01 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Warriors
686,2016-02-01 21:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Timberwolves
687,2016-02-01 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Hornets
688,2016-02-02 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17283,18165,Pacers,Cavaliers
689,2016-02-02 20:00:00,Philips Arena,"Atlanta, GA",15455,18729,Hawks,Mavericks
690,2016-02-02 20:00:00,Smoothie King Center,"New Orleans, LA",15210,17188,Pelicans,Grizzlies
691,2016-02-02 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Wizards
692,2016-02-02 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Magic
693,2016-02-02 21:00:00,Pepsi Center,"Denver, CO",10007,19155,Nuggets,Raptors
694,2016-02-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18811,19911,Jazz,Bulls
695,2016-02-02 22:00:00,Sleep Train Arena,"Sacramento, CA",16827,17317,Kings,Bucks
696,2016-02-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Celtics
697,2016-02-03 20:00:00,Toyota Center,"Houston, TX",18229,18104,Rockets,Heat
698,2016-02-03 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15897,18422,Suns,Raptors
699,2016-02-03 22:00:00,Moda Center,"Portland, OR",18306,19441,Trail,Bucks
700,2016-02-03 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Timberwolves
701,2016-02-04 19:00:00,Spectrum Center,"Charlotte, NC",19189,19077,Hornets,Cavaliers
702,2016-02-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",10429,20318,76ers,Hawks
703,2016-02-04 19:30:00,TD Garden,"Boston, MA",17297,18624,Celtics,Pistons
704,2016-02-04 20:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Warriors
705,2016-02-04 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Magic
706,2016-02-04 20:30:00,American Airlines Center,"Dallas, TX",20385,19200,Mavericks,Heat
707,2016-02-04 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Pelicans
708,2016-02-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19461,19911,Jazz,Nuggets
709,2016-02-04 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Bulls
710,2016-02-04 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Timberwolves
711,2016-02-05 19:00:00,The Palace of Auburn Hills,"Detroit, MI",17095,22076,Pistons,Knicks
712,2016-02-05 21:30:00,Smoothie King Center,"New Orleans, LA",18420,17188,Pelicans,Lakers
713,2016-02-05 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Raptors
714,2016-02-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15723,18422,Suns,Rockets
715,2016-02-06 19:00:00,Philips Arena,"Atlanta, GA",17225,18729,Hawks,Pacers
716,2016-02-06 19:00:00,Spectrum Center,"Charlotte, NC",19147,19077,Hornets,Heat
717,2016-02-06 19:00:00,Amway Center,"Orlando, FL",16647,18500,Magic,Clippers
718,2016-02-06 19:00:00,Verizon Center,"Washington, DC",17305,20173,Wizards,76ers
719,2016-02-06 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Celtics
720,2016-02-06 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Grizzlies
721,2016-02-06 21:00:00,Pepsi Center,"Denver, CO",19155,19155,Nuggets,Bulls
722,2016-02-06 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Bucks
723,2016-02-06 21:30:00,American Airlines Center,"Dallas, TX",20404,19200,Mavericks,Spurs
724,2016-02-07 17:00:00,Toyota Center,"Houston, TX",18308,18104,Rockets,Blazers
725,2016-02-07 19:00:00,Spectrum Center,"Charlotte, NC",18450,19077,Hornets,Wizards
726,2016-02-07 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Pistons
727,2016-02-07 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pelicans
728,2016-02-07 19:30:00,Wells Fargo Center,"Philadelphia, PA",18847,20318,76ers,Nets
729,2016-02-07 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Mavericks
730,2016-02-07 20:00:00,Target Center,"Minneapolis, MN",17876,19356,Timberwolves,Bulls
731,2016-02-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Lakers
732,2016-02-07 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16180,18422,Suns,Jazz
733,2016-02-07 21:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Thunder
734,2016-02-08 13:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Nuggets
735,2016-02-08 13:00:00,Amway Center,"Orlando, FL",16021,18500,Magic,Hawks
736,2016-02-08 14:00:00,AmericanAirlines Arena,"Miami, FL",19624,19600,Heat,Clippers
737,2016-02-08 13:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Kings
738,2016-02-09 19:00:00,Spectrum Center,"Charlotte, NC",15886,19077,Hornets,Bulls
739,2016-02-09 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Kings
740,2016-02-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Lakers
741,2016-02-09 19:00:00,Wells Fargo Center,"Philadelphia, PA",13310,20318,76ers,Clippers
742,2016-02-09 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14103,22076,Pistons,Raptors
743,2016-02-09 20:00:00,Philips Arena,"Atlanta, GA",13057,18729,Hawks,Magic
744,2016-02-09 20:00:00,FedExForum,"Memphis, TN",15892,18119,Grizzlies,Blazers
745,2016-02-09 20:00:00,Target Center,"Minneapolis, MN",11926,19356,Timberwolves,Pelicans
746,2016-02-09 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16316,18422,Suns,Thunder
747,2016-02-10 20:00:00,AmericanAirlines Arena,"Miami, FL",19723,19600,Heat,Spurs
748,2016-02-10 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Wizards
749,2016-02-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13215,18717,Bucks,Celtics
750,2016-02-10 20:30:00,American Airlines Center,"Dallas, TX",19394,19200,Mavericks,Jazz
751,2016-02-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Rockets
752,2016-02-11 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15653,18165,Pacers,Hornets
753,2016-02-11 19:00:00,Amway Center,"Orlando, FL",17467,18500,Magic,Spurs
754,2016-02-11 19:00:00,Wells Fargo Center,"Philadelphia, PA",12501,20318,76ers,Kings
755,2016-02-11 19:30:00,TD Garden,"Boston, MA",18186,18624,Celtics,Clippers
756,2016-02-11 19:30:00,The Palace of Auburn Hills,"Detroit, MI",19971,22076,Pistons,Nuggets
757,2016-02-11 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Lakers
758,2016-02-11 20:00:00,United Center,"Chicago, IL",21709,20917,Bulls,Hawks
759,2016-02-11 20:00:00,Target Center,"Minneapolis, MN",11171,19356,Timberwolves,Raptors
760,2016-02-11 20:00:00,Smoothie King Center,"New Orleans, LA",15256,17188,Pelicans,Jazz
761,2016-02-11 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Warriors
762,2016-02-11 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Rockets
763,2016-02-12 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14172,18717,Bucks,Wizards
764,2016-02-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pelicans
765,2016-02-19 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Bulls
766,2016-02-19 22:30:00,STAPLES Center,"Los Angeles, CA",19410,19060,Clippers,Spurs
767,2016-02-20 19:00:00,Amway Center,"Orlando, FL",17764,18500,Magic,Mavericks
768,2016-02-20 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Pistons
769,2016-02-20 20:00:00,Philips Arena,"Atlanta, GA",19043,18729,Hawks,Heat
770,2016-02-20 20:00:00,United Center,"Chicago, IL",21849,20917,Bulls,Raptors
771,2016-02-20 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Timberwolves
772,2016-02-20 20:00:00,Smoothie King Center,"New Orleans, LA",16953,17188,Pelicans,76ers
773,2016-02-20 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pacers
774,2016-02-20 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16370,18717,Bucks,Hornets
775,2016-02-20 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17102,18422,Suns,Rockets
776,2016-02-20 22:00:00,Moda Center,"Portland, OR",20100,19441,Trail,Warriors
777,2016-02-20 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Nuggets
778,2016-02-20 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Celtics
779,2016-02-20 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Spurs
780,2016-02-21 19:30:00,Philips Arena,"Atlanta, GA",18653,18729,Hawks,Bucks
781,2016-02-21 19:30:00,AmericanAirlines Arena,"Miami, FL",19710,19600,Heat,Wizards
782,2016-02-21 20:00:00,Target Center,"Minneapolis, MN",16663,19356,Timberwolves,Knicks
783,2016-02-21 20:30:00,STAPLES Center,"Los Angeles, CA",19585,19060,Clippers,Warriors
784,2016-02-22 15:30:00,The Palace of Auburn Hills,"Detroit, MI",17886,22076,Pistons,Pelicans
785,2016-02-22 15:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Cavaliers
786,2016-02-22 17:00:00,Pepsi Center,"Denver, CO",16065,19155,Nuggets,Celtics
787,2016-02-22 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16224,18422,Suns,Spurs
788,2016-02-22 18:00:00,Amway Center,"Orlando, FL",17242,18500,Magic,Pacers
789,2016-02-22 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Grizzlies
790,2016-02-22 19:00:00,American Airlines Center,"Dallas, TX",20194,19200,Mavericks,76ers
791,2016-02-22 20:00:00,United Center,"Chicago, IL",23143,20917,Bulls,Lakers
792,2016-02-22 21:00:00,Moda Center,"Portland, OR",19470,19441,Trail,Jazz
793,2016-02-23 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pistons
794,2016-02-23 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Pacers
795,2016-02-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Raptors
796,2016-02-23 20:00:00,Philips Arena,"Atlanta, GA",19330,18729,Hawks,Warriors
797,2016-02-23 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Lakers
798,2016-02-23 20:00:00,Target Center,"Minneapolis, MN",11639,19356,Timberwolves,Celtics
799,2016-02-23 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Suns
800,2016-02-24 19:00:00,Wells Fargo Center,"Philadelphia, PA",13745,20318,76ers,Magic
801,2016-02-24 19:00:00,Verizon Center,"Washington, DC",15743,20173,Wizards,Pelicans
802,2016-02-24 21:00:00,Pepsi Center,"Denver, CO",15721,19155,Nuggets,Kings
803,2016-02-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18132,19911,Jazz,Rockets
804,2016-02-24 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Nets
805,2016-02-25 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Hornets
806,2016-02-25 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16018,18165,Pacers,Knicks
807,2016-02-25 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13429,22076,Pistons,76ers
808,2016-02-25 19:30:00,AmericanAirlines Arena,"Miami, FL",19899,19600,Heat,Warriors
809,2016-02-25 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Timberwolves
810,2016-02-25 20:00:00,United Center,"Chicago, IL",21560,20917,Bulls,Wizards
811,2016-02-25 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Lakers
812,2016-02-25 20:30:00,American Airlines Center,"Dallas, TX",19805,19200,Mavericks,Thunder
813,2016-02-25 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Nuggets
814,2016-02-25 22:30:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Spurs
815,2016-02-26 19:00:00,Amway Center,"Orlando, FL",19189,18500,Magic,Warriors
816,2016-02-26 19:30:00,TD Garden,"Boston, MA",18157,18624,Celtics,Bucks
817,2016-02-26 20:00:00,Smoothie King Center,"New Orleans, LA",16974,17188,Pelicans,Thunder
818,2016-02-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16145,18422,Suns,Nets
819,2016-02-26 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Rockets
820,2016-02-26 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Spurs
821,2016-02-27 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Hornets
822,2016-02-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",16511,20318,76ers,Wizards
823,2016-02-27 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Magic
824,2016-02-27 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Cavaliers
825,2016-02-27 20:00:00,Philips Arena,"Atlanta, GA",18123,18729,Hawks,Bulls
826,2016-02-27 20:30:00,American Airlines Center,"Dallas, TX",20298,19200,Mavericks,Nuggets
827,2016-02-27 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Clippers
828,2016-02-27 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Grizzlies
829,2016-02-28 15:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Heat
830,2016-02-28 19:00:00,Smoothie King Center,"New Orleans, LA",17338,17188,Pelicans,Timberwolves
831,2016-02-28 20:00:00,United Center,"Chicago, IL",21962,20917,Bulls,Blazers
832,2016-02-28 20:00:00,Toyota Center,"Houston, TX",18240,18104,Rockets,Spurs
833,2016-02-28 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",17165,18717,Bucks,Pistons
834,2016-02-28 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Warriors
835,2016-02-28 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17101,18422,Suns,Grizzlies
836,2016-02-28 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18863,19911,Jazz,Nets
837,2016-02-29 13:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Cavaliers
838,2016-02-29 15:30:00,Philips Arena,"Atlanta, GA",17156,18729,Hawks,Hornets
839,2016-02-29 18:00:00,The Palace of Auburn Hills,"Detroit, MI",17201,22076,Pistons,Raptors
