,Unnamed: 0,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest
735,735,2017-01-23 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Suns,Raptors,-3,2
736,736,2017-01-23 19:00:00,Target Center,"Minneapolis, MN",12788,19356,Nuggets,Timberwolves,2,-1
737,737,2017-01-24 19:00:00,Spectrum Center,"Charlotte, NC",15285,19077,Wizards,Hornets,-1,1
738,738,2017-01-24 19:30:00,Philips Arena,"Atlanta, GA",12853,18729,Clippers,Hawks,-1,1
739,739,2017-01-24 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Warriors,Heat,4,-1
740,740,2017-01-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14017,22076,Kings,Pistons,-1,1
741,741,2017-01-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14016,18717,Rockets,Bucks,1,-1
742,742,2017-01-24 20:00:00,Smoothie King Center,"New Orleans, LA",17758,17188,Cavaliers,Pelicans,1,-2
743,743,2017-01-24 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16015,18165,Knicks,Pacers,-3,1
744,744,2017-01-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz,-1,1
745,745,2017-01-25 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Spurs,Raptors,-4,5
746,746,2017-01-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",17591,20318,Clippers,76ers,1,-1
747,747,2017-01-25 19:00:00,Verizon Center,"Washington, DC",16387,20173,Celtics,Wizards,2,-3
748,748,2017-01-25 19:00:00,Amway Center,"Orlando, FL",18846,18500,Bulls,Magic,-2,2
749,749,2017-01-25 21:00:00,Pepsi Center,"Denver, CO",10867,19155,Jazz,Nuggets,1,-2
750,750,2017-01-25 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17241,18422,Timberwolves,Suns,-1,3
751,751,2017-01-26 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Kings,Cavaliers,-3,2
752,752,2017-01-26 19:30:00,TD Garden,"Boston, MA",18624,18624,Rockets,Celtics,1,-2
753,753,2017-01-26 20:00:00,United Center,"Chicago, IL",21445,20917,Hawks,Bulls,-1,1
754,754,2017-01-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13663,18717,76ers,Bucks,-1,2
755,755,2017-01-26 20:00:00,FedExForum,"Memphis, TN",15904,18119,Raptors,Grizzlies,1,-5
756,756,2017-01-26 20:00:00,Smoothie King Center,"New Orleans, LA",15277,17188,Thunder,Pelicans,-1,2
757,757,2017-01-26 20:00:00,Spectrum Center,"Charlotte, NC",19639,19077,Warriors,Hornets,-2,1
758,758,2017-01-26 20:30:00,American Airlines Center,"Dallas, TX",19750,19200,Knicks,Mavericks,2,-1
759,759,2017-01-26 22:30:00,Moda Center,"Portland, OR",19393,19441,Lakers,Trail,0,-2
760,760,2017-01-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder,3,-1
761,761,2017-01-27 20:00:00,Target Center,"Minneapolis, MN",14862,19356,Pacers,Timberwolves,-1,1
762,762,2017-01-27 21:00:00,Pepsi Center,"Denver, CO",12231,19155,Suns,Nuggets,2,-2
763,763,2017-01-27 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Lakers,Jazz,1,-3
764,764,2017-01-28 20:00:00,Wells Fargo Center,"Philadelphia, PA",20588,20318,Rockets,76ers,-1,1
765,765,2017-01-28 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers,1,-4
766,766,2017-01-28 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17522,18165,Kings,Pacers,2,-1
767,767,2017-01-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Magic,Celtics,2,-3
768,768,2017-01-28 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors,1,-2
769,769,2017-01-28 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks,1,-3
770,770,2017-01-28 20:00:00,United Center,"Chicago, IL",22082,20917,Heat,Bulls,-2,6
771,771,2017-01-28 20:00:00,Smoothie King Center,"New Orleans, LA",17757,17188,Spurs,Pelicans,1,-1
772,772,2017-01-28 20:00:00,Philips Arena,"Atlanta, GA",16968,18729,Wizards,Hawks,-1,3
773,773,2017-01-28 22:00:00,Moda Center,"Portland, OR",19558,19441,Grizzlies,Trail,0,-1
774,774,2017-01-29 19:00:00,Spectrum Center,"Charlotte, NC",18597,19077,Kings,Hornets,-4,1
775,775,2017-01-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pistons,Heat,7,-2
776,776,2017-01-29 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Celtics,Bucks,-3,3
777,777,2017-01-29 20:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Clippers,Warriors,2,-2
778,778,2017-01-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Grizzlies,Jazz,-1,1
779,779,2017-01-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Nuggets,Suns,-3,3
780,780,2017-01-29 21:00:00,Target Center,"Minneapolis, MN",14798,19356,Nets,Timberwolves,1,-5
781,781,2017-01-30 15:00:00,Philips Arena,"Atlanta, GA",13643,18729,Knicks,Hawks,1,-1
782,782,2017-01-30 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Thunder,Cavaliers,2,-1
783,783,2017-01-30 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Rockets,Pacers,3,-1
784,784,2017-01-30 18:00:00,Smoothie King Center,"New Orleans, LA",16779,17188,Wizards,Pelicans,-1,4
785,785,2017-01-30 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Magic,Raptors,-1,1
786,786,2017-01-30 19:00:00,United Center,"Chicago, IL",21606,20917,76ers,Bulls,1,-2
787,787,2017-01-30 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs,-2,1
788,788,2017-01-30 21:00:00,Moda Center,"Portland, OR",19393,19441,Warriors,Trail,0,3
789,789,2017-01-31 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Nets,Heat,8,-6
790,790,2017-01-31 20:00:00,Target Center,"Minneapolis, MN",11124,19356,Magic,Timberwolves,2,-1
791,791,2017-01-31 20:00:00,TD Garden,"Boston, MA",18188,18624,Pistons,Celtics,4,-3
792,792,2017-01-31 20:30:00,American Airlines Center,"Dallas, TX",20202,19200,Cavaliers,Mavericks,2,-1
793,793,2017-01-31 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16332,18422,Grizzlies,Suns,-4,2
794,794,2017-02-01 19:00:00,Verizon Center,"Washington, DC",16683,20173,Knicks,Wizards,5,-2
795,795,2017-02-01 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pelicans,Raptors,1,-2
796,796,2017-02-01 20:00:00,Toyota Center,"Houston, TX",15187,18104,Kings,Rockets,1,-2
797,797,2017-02-01 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs,1,-2
798,798,2017-02-01 22:00:00,Moda Center,"Portland, OR",19393,19441,Hornets,Trail,0,-5
799,799,2017-02-01 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Nuggets,Lakers,1,-1
800,800,2017-02-04 19:00:00,Amway Center,"Orlando, FL",17141,18500,Raptors,Magic,1,-2
801,801,2017-02-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16934,22076,Timberwolves,Pistons,2,-2
802,802,2017-02-04 20:00:00,Toyota Center,"Houston, TX",18055,18104,Bulls,Rockets,1,-1
803,803,2017-02-04 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder,1,-1
804,804,2017-02-04 20:00:00,TD Garden,"Boston, MA",18624,18624,Lakers,Celtics,6,-2
805,805,2017-02-04 21:00:00,Pepsi Center,"Denver, CO",18792,19155,Bucks,Nuggets,1,-5
806,806,2017-02-04 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Suns,Kings,-3,1
807,807,2017-02-04 22:30:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail,0,4
808,808,2017-02-05 19:00:00,Verizon Center,"Washington, DC",19651,20173,Pelicans,Wizards,7,-4
809,809,2017-02-05 19:00:00,Philips Arena,"Atlanta, GA",16691,18729,Magic,Hawks,2,-1
810,810,2017-02-05 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17660,18165,Pistons,Pacers,6,-1
811,811,2017-02-05 19:30:00,AmericanAirlines Arena,"Miami, FL",19754,19600,76ers,Heat,10,-3
812,812,2017-02-05 20:30:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks,-1,2
813,813,2017-02-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hornets,Jazz,2,-7
814,814,2017-02-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17192,18422,Bucks,Suns,-1,1
815,815,2017-02-05 21:00:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs,3,-1
816,816,2017-02-05 21:00:00,Target Center,"Minneapolis, MN",15081,19356,Grizzlies,Timberwolves,-3,1
817,817,2017-02-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings,1,-1
818,818,2017-02-06 14:00:00,TD Garden,"Boston, MA",18624,18624,Clippers,Celtics,7,-2
819,819,2017-02-06 15:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Blazers,Thunder,2,0
820,820,2017-02-07 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Lakers,Knicks,-2,1
821,821,2017-02-07 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards,-1,3
822,822,2017-02-07 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16123,18165,Thunder,Pacers,7,-1
823,823,2017-02-07 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Clippers,Raptors,2,-3
824,824,2017-02-07 19:30:00,Philips Arena,"Atlanta, GA",13126,18729,Jazz,Hawks,-1,3
825,825,2017-02-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14731,22076,76ers,Pistons,1,-4
826,826,2017-02-07 20:00:00,Smoothie King Center,"New Orleans, LA",15888,17188,Suns,Pelicans,1,-2
827,827,2017-02-07 20:00:00,Target Center,"Minneapolis, MN",12502,19356,Heat,Timberwolves,-4,11
828,828,2017-02-07 21:00:00,Pepsi Center,"Denver, CO",13047,19155,Mavericks,Nuggets,1,-1
829,829,2017-02-07 21:30:00,FedExForum,"Memphis, TN",16708,18119,Spurs,Grizzlies,2,-1
830,830,2017-02-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Bulls,Kings,-1,1
831,831,2017-02-08 19:00:00,Spectrum Center,"Charlotte, NC",15322,19077,Nets,Hornets,1,-10
832,832,2017-02-08 20:00:00,Toyota Center,"Houston, TX",15514,18104,Magic,Rockets,2,-2
833,833,2017-02-08 20:30:00,American Airlines Center,"Dallas, TX",19326,19200,Blazers,Mavericks,-2,0
834,834,2017-02-09 19:00:00,Wells Fargo Center,"Philadelphia, PA",19233,20318,Spurs,76ers,-5,1
835,835,2017-02-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17580,18165,Cavaliers,Pacers,-1,4
836,836,2017-02-09 19:30:00,Philips Arena,"Atlanta, GA",14222,18729,Nuggets,Hawks,1,-1
837,837,2017-02-09 19:30:00,The Palace of Auburn Hills,"Detroit, MI",15121,22076,Lakers,Pistons,2,-1
838,838,2017-02-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14211,18717,Heat,Bucks,-1,12
839,839,2017-02-09 20:00:00,FedExForum,"Memphis, TN",16044,18119,Suns,Grizzlies,3,-3
840,840,2017-02-09 20:00:00,Smoothie King Center,"New Orleans, LA",14508,17188,Jazz,Pelicans,-1,4
841,841,2017-02-09 20:00:00,Target Center,"Minneapolis, MN",13832,19356,Raptors,Timberwolves,1,-1
842,842,2017-02-09 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Clippers,Knicks,-3,1
843,843,2017-02-09 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Bulls,Warriors,1,-1
844,844,2017-02-09 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Celtics,Kings,1,-1
845,845,2017-02-10 19:00:00,Spectrum Center,"Charlotte, NC",16270,19077,Rockets,Hornets,-1,3
846,846,2017-02-10 19:00:00,Amway Center,"Orlando, FL",17829,18500,76ers,Magic,-3,1
847,847,2017-02-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Cavaliers,Thunder,1,-1
848,848,2017-02-10 20:30:00,American Airlines Center,"Dallas, TX",19883,19200,Jazz,Mavericks,1,-1
849,849,2017-02-10 22:30:00,Moda Center,"Portland, OR",19393,19441,Celtics,Trail,0,1
850,850,2017-02-11 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Nuggets,Knicks,-4,1
851,851,2017-02-11 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17222,22076,Spurs,Pistons,-1,2
852,852,2017-02-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16380,18717,Lakers,Bucks,-2,1
853,853,2017-02-11 20:00:00,FedExForum,"Memphis, TN",18119,18119,Warriors,Grizzlies,-1,2
854,854,2017-02-11 20:00:00,Target Center,"Minneapolis, MN",16093,19356,Pelicans,Timberwolves,-1,1
855,855,2017-02-11 20:00:00,Verizon Center,"Washington, DC",19503,20173,Pacers,Wizards,2,-2
856,856,2017-02-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Hawks,Kings,2,-1
857,857,2017-02-11 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Bulls,Suns,1,-2
858,858,2017-02-12 17:00:00,Spectrum Center,"Charlotte, NC",19483,19077,Clippers,Hornets,-2,2
859,859,2017-02-12 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Bucks,Pacers,-3,1
860,860,2017-02-12 19:30:00,Wells Fargo Center,"Philadelphia, PA",20698,20318,Heat,76ers,2,-1
861,861,2017-02-12 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nuggets,Cavaliers,1,-1
862,862,2017-02-12 21:00:00,Toyota Center,"Houston, TX",18055,18104,Suns,Rockets,4,-1
863,863,2017-02-12 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,-1,3
864,864,2017-02-12 21:00:00,American Airlines Center,"Dallas, TX",20052,19200,Magic,Mavericks,2,-4
865,865,2017-02-12 22:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Celtics,Jazz,-2,2
866,866,2017-02-13 15:30:00,Target Center,"Minneapolis, MN",19356,19356,Bulls,Timberwolves,1,-3
867,867,2017-02-13 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Spurs,Knicks,1,-1
868,868,2017-02-13 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pistons,Raptors,-2,1
869,869,2017-02-13 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pelicans,Kings,3,-1
870,870,2017-02-14 20:00:00,Verizon Center,"Washington, DC",20356,20173,Thunder,Wizards,3,-2
871,871,2017-02-14 19:00:00,Spectrum Center,"Charlotte, NC",15775,19077,76ers,Hornets,-3,3
872,872,2017-02-14 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Magic,Heat,-2,1
873,873,2017-02-14 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13397,18717,Pistons,Bucks,2,-1
874,874,2017-02-14 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15203,18165,Spurs,Pacers,-4,1
875,875,2017-02-14 20:30:00,American Airlines Center,"Dallas, TX",20159,19200,Celtics,Mavericks,-1,3
876,876,2017-02-14 21:00:00,Pepsi Center,"Denver, CO",19941,19155,Warriors,Nuggets,1,-1
877,877,2017-02-14 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19521,19911,Clippers,Jazz,-3,3
878,878,2017-02-14 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16321,18422,Pelicans,Suns,-2,1
879,879,2017-02-14 22:30:00,Moda Center,"Portland, OR",19475,19441,Hawks,Trail,0,1
880,880,2017-02-15 20:00:00,United Center,"Chicago, IL",21220,20917,Raptors,Bulls,1,-3
881,881,2017-02-15 20:00:00,Target Center,"Minneapolis, MN",17738,19356,Cavaliers,Timberwolves,-1,2
882,882,2017-02-15 22:30:00,STAPLES Center,"Los Angeles, CA",19997,19060,Kings,Lakers,-1,4
883,883,2017-02-16 19:00:00,Amway Center,"Orlando, FL",17101,18500,Spurs,Magic,-1,2
884,884,2017-02-16 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pacers,Cavaliers,3,-5
885,885,2017-02-16 19:30:00,TD Garden,"Boston, MA",18624,18624,76ers,Celtics,4,-1
886,886,2017-02-16 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hornets,Raptors,1,-4
887,887,2017-02-16 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13549,22076,Mavericks,Pistons,1,-2
888,888,2017-02-16 20:00:00,FedExForum,"Memphis, TN",16145,18119,Pelicans,Grizzlies,-1,2
889,889,2017-02-16 20:00:00,Toyota Center,"Houston, TX",16967,18104,Heat,Rockets,-1,1
890,890,2017-02-16 21:00:00,Pepsi Center,"Denver, CO",13924,19155,Timberwolves,Nuggets,-1,1
891,891,2017-02-16 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19590,19911,Blazers,Jazz,1,0
892,892,2017-02-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Lakers,Suns,1,-2
893,893,2017-02-16 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Knicks,Thunder,1,-1
894,894,2017-02-16 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Hawks,Clippers,4,-1
895,895,2017-02-16 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Kings,Warriors,1,-1
896,896,2017-02-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17233,18165,Wizards,Pacers,-6,4
897,897,2017-02-17 20:00:00,United Center,"Chicago, IL",21866,20917,Celtics,Bulls,2,-1
898,898,2017-02-24 19:00:00,Amway Center,"Orlando, FL",17487,18500,Blazers,Magic,-2,0
899,899,2017-02-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14913,22076,Hornets,Pistons,2,-5
900,900,2017-02-24 20:00:00,Smoothie King Center,"New Orleans, LA",18470,17188,Rockets,Pelicans,-1,1
901,901,2017-02-24 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Knicks,Cavaliers,4,-2
902,902,2017-02-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Clippers,Warriors,2,-1
903,903,2017-02-24 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nuggets,Kings,1,-2
904,904,2017-02-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",19277,20318,Wizards,76ers,1,-1
905,905,2017-02-25 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Grizzlies,Pacers,1,-2
906,906,2017-02-25 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Celtics,Raptors,2,-2
907,907,2017-02-25 20:00:00,United Center,"Chicago, IL",21641,20917,Suns,Bulls,3,-1
908,908,2017-02-25 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16064,18717,Jazz,Bucks,-1,2
909,909,2017-02-25 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Lakers,Thunder,2,-3
910,910,2017-02-25 20:00:00,Target Center,"Minneapolis, MN",15948,19356,Mavericks,Timberwolves,2,-3
911,911,2017-02-25 20:00:00,Philips Arena,"Atlanta, GA",18122,18729,Heat,Hawks,-2,2
912,912,2017-02-25 21:00:00,Pepsi Center,"Denver, CO",17143,19155,Nets,Nuggets,1,-15
913,913,2017-02-25 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Spurs,Clippers,-2,3
914,914,2017-02-26 17:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Hornets,Kings,-1,1
915,915,2017-02-26 19:00:00,Amway Center,"Orlando, FL",18498,18500,Hawks,Magic,1,-3
916,916,2017-02-26 19:30:00,Madison Square Garden,"New York, NY",19812,19763,76ers,Knicks,1,-1
917,917,2017-02-26 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pacers,Heat,3,-1
918,918,2017-02-26 20:30:00,American Airlines Center,"Dallas, TX",20411,19200,Pelicans,Mavericks,1,-2
919,919,2017-02-26 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bulls,Cavaliers,-1,4
920,920,2017-02-26 21:00:00,Toyota Center,"Houston, TX",18055,18104,Timberwolves,Rockets,2,-1
921,921,2017-02-26 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Nets,Warriors,3,-16
922,922,2017-02-27 15:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Spurs,Lakers,-4,4
923,923,2017-02-27 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16051,18717,Suns,Bucks,1,-2
924,924,2017-02-27 17:00:00,Pepsi Center,"Denver, CO",18024,19155,Grizzlies,Nuggets,-1,1
925,925,2017-02-27 17:00:00,Verizon Center,"Washington, DC",19648,20173,Jazz,Wizards,-2,3
926,926,2017-02-27 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Blazers,Raptors,3,0
927,927,2017-02-27 18:00:00,The Palace of Auburn Hills,"Detroit, MI",20141,22076,Celtics,Pistons,-1,1
928,928,2017-02-27 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pelicans,Thunder,3,-3
929,929,2017-02-27 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Hornets,Clippers,1,-1
930,930,2017-02-28 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Raptors,Knicks,-1,4
931,931,2017-02-28 19:00:00,Wells Fargo Center,"Philadelphia, PA",20585,20318,Warriors,76ers,-2,4
932,932,2017-02-28 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bucks,Cavaliers,1,-1
933,933,2017-02-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Hawks,Celtics,-1,1
934,934,2017-02-28 21:30:00,Toyota Center,"Houston, TX",18055,18104,Pacers,Rockets,-1,1
935,935,2017-02-28 20:30:00,American Airlines Center,"Dallas, TX",19539,19200,Heat,Mavericks,2,-1
936,936,2017-02-28 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Timberwolves,Kings,-2,1
937,937,2017-03-01 19:00:00,Verizon Center,"Washington, DC",20356,20173,Warriors,Wizards,1,-1
938,938,2017-03-01 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13502,22076,Blazers,Pistons,1,0
939,939,2017-03-01 20:00:00,United Center,"Chicago, IL",21015,20917,Nuggets,Bulls,-1,1
940,940,2017-03-01 20:00:00,FedExForum,"Memphis, TN",15871,18119,Suns,Grizzlies,2,-3
941,941,2017-03-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Jazz,Thunder,4,-1
942,942,2017-03-01 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Hornets,Lakers,-5,1
943,943,2017-03-03 20:00:00,United Center,"Chicago, IL",22253,20917,Warriors,Bulls,1,-2
944,944,2017-03-03 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16572,18422,Hornets,Suns,1,-1
945,945,2017-03-03 22:30:00,Moda Center,"Portland, OR",19875,19441,Thunder,Trail,0,-1
946,946,2017-03-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",18518,20318,Knicks,76ers,1,-1
947,947,2017-03-04 19:00:00,Verizon Center,"Washington, DC",20356,20173,Raptors,Wizards,-1,1
948,948,2017-03-04 19:00:00,Amway Center,"Orlando, FL",17136,18500,Heat,Magic,1,-1
949,949,2017-03-04 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16208,18717,Clippers,Bucks,1,-2
950,950,2017-03-04 19:00:00,Philips Arena,"Atlanta, GA",18877,18729,Cavaliers,Hawks,-1,1
951,951,2017-03-04 20:30:00,American Airlines Center,"Dallas, TX",19480,19200,Grizzlies,Mavericks,1,-1
952,952,2017-03-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Nets,Jazz,1,-1
953,953,2017-03-04 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Thunder,Suns,2,-2
954,954,2017-03-04 21:30:00,Smoothie King Center,"New Orleans, LA",17669,17188,Spurs,Pelicans,-1,6
955,955,2017-03-04 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Celtics,Lakers,-6,2
956,956,2017-03-05 18:00:00,Wells Fargo Center,"Philadelphia, PA",19523,20318,Pistons,76ers,-1,1
957,957,2017-03-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16775,18717,Raptors,Bucks,2,-1
958,958,2017-03-05 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Cavaliers,Heat,1,-1
959,959,2017-03-05 20:30:00,United Center,"Chicago, IL",22807,20917,Clippers,Bulls,-1,1
960,960,2017-03-05 21:00:00,Pepsi Center,"Denver, CO",14708,19155,Hornets,Nuggets,-1,1
961,961,2017-03-05 21:00:00,Toyota Center,"Houston, TX",18055,18104,Grizzlies,Rockets,2,-2
962,962,2017-03-05 21:00:00,AT&T Center,"San Antonio, TX",18418,18581,Timberwolves,Spurs,7,-1
963,963,2017-03-05 22:00:00,Moda Center,"Portland, OR",19638,19441,Nets,Trail,0,-2
964,964,2017-03-06 13:00:00,Philips Arena,"Atlanta, GA",15366,18729,Pacers,Hawks,-2,1
965,965,2017-03-06 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Warriors,Knicks,-2,1
966,966,2017-03-06 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16790,18422,Celtics,Suns,3,-1
967,967,2017-03-06 17:00:00,Verizon Center,"Washington, DC",19195,20173,Magic,Wizards,1,-1
968,968,2017-03-06 18:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Jazz,Kings,-4,2
969,969,2017-03-06 20:30:00,American Airlines Center,"Dallas, TX",20232,19200,Thunder,Mavericks,2,-3
970,970,2017-03-06 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pelicans,Lakers,-7,1
971,971,2017-03-07 19:00:00,Wells Fargo Center,"Philadelphia, PA",18351,20318,Bucks,76ers,-2,3
972,972,2017-03-07 19:00:00,Amway Center,"Orlando, FL",16046,18500,Knicks,Magic,-2,1
973,973,2017-03-07 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Heat,Cavaliers,-2,2
974,974,2017-03-07 19:30:00,Philips Arena,"Atlanta, GA",18890,18729,Warriors,Hawks,-3,2
975,975,2017-03-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16039,22076,Bulls,Pistons,2,-2
976,976,2017-03-07 20:00:00,FedExForum,"Memphis, TN",15505,18119,Nets,Grizzlies,-3,1
977,977,2017-03-07 20:00:00,Spectrum Center,"Charlotte, NC",16387,19077,Pacers,Hornets,2,-1
978,978,2017-03-07 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Rockets,Spurs,8,-1
979,979,2017-03-07 21:00:00,Pepsi Center,"Denver, CO",11614,19155,Kings,Nuggets,1,-5
