,Unnamed: 0,date,game_center,geo_location,attendance,capacity,guest,home,streak_home,streak_guest
243,243,2016-11-12 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards,-1,1
244,244,2016-11-12 19:00:00,Spectrum Center,"Charlotte, NC",18107,19077,Raptors,Hornets,-1,2
245,245,2016-11-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Jazz,Magic,-3,1
246,246,2016-11-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics,1,-1
247,247,2016-11-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder,-2,5
248,248,2016-11-12 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Pistons,Spurs,1,-3
249,249,2016-11-12 22:00:00,Moda Center,"Portland, OR",19918,19441,Kings,Trail,0,-2
250,250,2016-11-13 19:00:00,Smoothie King Center,"New Orleans, LA",17138,17188,Lakers,Pelicans,-1,2
251,251,2016-11-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Celtics,Pacers,-2,2
252,252,2016-11-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors,3,-2
253,253,2016-11-13 19:30:00,Philips Arena,"Atlanta, GA",17399,18729,76ers,Hawks,4,-1
254,254,2016-11-13 20:00:00,United Center,"Chicago, IL",21962,20917,Wizards,Bulls,2,-2
255,255,2016-11-13 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets,-1,2
256,256,2016-11-13 20:00:00,Target Center,"Minneapolis, MN",14494,19356,Clippers,Timberwolves,-1,6
257,257,2016-11-13 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Jazz,Heat,-4,2
258,258,2016-11-13 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",14327,18717,Grizzlies,Bucks,1,-1
259,259,2016-11-13 21:00:00,Pepsi Center,"Denver, CO",13997,19155,Pistons,Nuggets,-3,1
260,260,2016-11-13 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17126,18422,Nets,Suns,-1,1
261,261,2016-11-14 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers,2,-2
262,262,2016-11-14 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Magic,Thunder,-3,1
263,263,2016-11-14 19:00:00,Target Center,"Minneapolis, MN",14432,19356,Lakers,Timberwolves,1,-1
264,264,2016-11-14 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Suns,Warriors,4,-2
265,265,2016-11-14 21:00:00,Moda Center,"Portland, OR",19362,19441,Nuggets,Trail,0,-4
266,266,2016-11-15 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14825,18165,Magic,Pacers,1,-1
267,267,2016-11-15 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Mavericks,Knicks,1,-2
268,268,2016-11-15 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14172,22076,Thunder,Pistons,2,-4
269,269,2016-11-15 20:00:00,Smoothie King Center,"New Orleans, LA",15001,17188,Celtics,Pelicans,1,-1
270,270,2016-11-15 20:00:00,Toyota Center,"Houston, TX",13183,18104,76ers,Rockets,1,-2
271,271,2016-11-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Heat,Spurs,3,-5
272,272,2016-11-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18176,19911,Grizzlies,Jazz,-1,1
273,273,2016-11-15 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nets,Clippers,7,-1
274,274,2016-11-16 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers,3,-1
275,275,2016-11-16 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hawks,Heat,-6,5
276,276,2016-11-16 20:00:00,Target Center,"Minneapolis, MN",10349,19356,Hornets,Timberwolves,-1,1
277,277,2016-11-16 22:00:00,Moda Center,"Portland, OR",19393,19441,Bulls,Trail,0,3
278,278,2016-11-16 22:30:00,STAPLES Center,"Los Angeles, CA",18426,19060,Nets,Lakers,1,-2
279,279,2016-11-17 19:00:00,Wells Fargo Center,"Philadelphia, PA",14863,20318,Wizards,76ers,1,-3
280,280,2016-11-17 19:00:00,Amway Center,"Orlando, FL",16127,18500,Pelicans,Magic,1,-1
281,281,2016-11-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17022,18165,Cavaliers,Pacers,2,-1
282,282,2016-11-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Mavericks,Celtics,1,-3
283,283,2016-11-17 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pistons,Knicks,2,-1
284,284,2016-11-17 19:30:00,Philips Arena,"Atlanta, GA",14656,18729,Bucks,Hawks,6,-1
285,285,2016-11-17 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder,1,-1
286,286,2016-11-17 20:00:00,Air Canada Centre,"Toronto, ON",21050,19800,Warriors,Raptors,-2,5
287,287,2016-11-17 21:00:00,Pepsi Center,"Denver, CO",10247,19155,Suns,Nuggets,1,-3
288,288,2016-11-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers,-1,2
289,289,2016-11-17 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Spurs,Kings,-3,4
290,290,2016-11-18 19:00:00,Verizon Center,"Washington, DC",16704,20173,Knicks,Wizards,1,-1
291,291,2016-11-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat,1,-2
292,292,2016-11-18 20:00:00,Toyota Center,"Houston, TX",15550,18104,Blazers,Rockets,1,0
293,293,2016-11-18 20:00:00,Target Center,"Minneapolis, MN",16866,19356,76ers,Timberwolves,1,-1
294,294,2016-11-18 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Bulls,Jazz,-2,4
295,295,2016-11-19 19:00:00,Spectrum Center,"Charlotte, NC",17989,19077,Hawks,Hornets,2,-1
296,296,2016-11-19 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,1,-2
297,297,2016-11-19 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16780,18165,Suns,Pacers,-1,1
298,298,2016-11-19 20:00:00,Smoothie King Center,"New Orleans, LA",15552,17188,Blazers,Pelicans,1,0
299,299,2016-11-19 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nets,Thunder,2,-3
300,300,2016-11-19 20:00:00,TD Garden,"Boston, MA",18624,18624,Warriors,Celtics,-1,6
301,301,2016-11-19 20:30:00,American Airlines Center,"Dallas, TX",19715,19200,Grizzlies,Mavericks,-4,3
302,302,2016-11-19 21:00:00,Pepsi Center,"Denver, CO",12476,19155,Raptors,Nuggets,-1,1
303,303,2016-11-19 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Spurs,Lakers,-1,5
304,304,2016-11-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings,-4,1
305,305,2016-11-20 17:00:00,Toyota Center,"Houston, TX",14760,18104,Jazz,Rockets,2,-3
306,306,2016-11-20 19:00:00,Smoothie King Center,"New Orleans, LA",15739,17188,Hornets,Pelicans,2,-1
307,307,2016-11-20 19:00:00,Verizon Center,"Washington, DC",15848,20173,Heat,Wizards,-1,2
308,308,2016-11-20 19:00:00,Amway Center,"Orlando, FL",18846,18500,Mavericks,Magic,2,-5
309,309,2016-11-20 19:00:00,The Palace of Auburn Hills,"Detroit, MI",16107,22076,Celtics,Pistons,-3,1
310,310,2016-11-20 19:30:00,Wells Fargo Center,"Philadelphia, PA",18125,20318,Suns,76ers,1,-1
311,311,2016-11-20 20:00:00,FedExForum,"Memphis, TN",17112,18119,Timberwolves,Grizzlies,4,-1
312,312,2016-11-20 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Warriors,Bucks,-3,7
313,313,2016-11-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Bulls,Clippers,2,-1
314,314,2016-11-21 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks,1,-2
315,315,2016-11-21 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pacers,Thunder,-1,1
316,316,2016-11-21 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Raptors,Kings,1,-1
317,317,2016-11-21 21:00:00,Pepsi Center,"Denver, CO",12565,19155,Jazz,Nuggets,1,-4
318,318,2016-11-21 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Bulls,Lakers,-2,1
319,319,2016-11-22 19:00:00,Wells Fargo Center,"Philadelphia, PA",16477,20318,Heat,76ers,2,-1
320,320,2016-11-22 19:00:00,Verizon Center,"Washington, DC",12790,20173,Suns,Wizards,1,-2
321,321,2016-11-22 19:00:00,Spectrum Center,"Charlotte, NC",14181,19077,Grizzlies,Hornets,-2,5
322,322,2016-11-22 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Warriors,Pacers,-1,8
323,323,2016-11-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13632,22076,Rockets,Pistons,-4,3
324,324,2016-11-22 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12306,18717,Magic,Bucks,1,-1
325,325,2016-11-22 20:00:00,Target Center,"Minneapolis, MN",13167,19356,Celtics,Timberwolves,-2,2
326,326,2016-11-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs,6,-6
327,327,2016-11-22 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Raptors,Clippers,3,-2
328,328,2016-11-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Blazers,Knicks,2,0
329,329,2016-11-23 19:30:00,Philips Arena,"Atlanta, GA",19120,18729,Pelicans,Hawks,-3,3
330,330,2016-11-23 21:00:00,Pepsi Center,"Denver, CO",14328,19155,Bulls,Nuggets,2,-1
331,331,2016-11-23 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Thunder,Lakers,1,-2
332,332,2016-11-24 19:00:00,Wells Fargo Center,"Philadelphia, PA",15880,20318,Grizzlies,76ers,-1,6
333,333,2016-11-24 19:00:00,Spectrum Center,"Charlotte, NC",18515,19077,Spurs,Hornets,-3,7
334,334,2016-11-24 19:00:00,Amway Center,"Orlando, FL",17069,18500,Suns,Magic,-2,1
335,335,2016-11-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Blazers,Cavaliers,2,0
336,336,2016-11-24 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16032,18165,Hawks,Pacers,-2,1
337,337,2016-11-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14520,22076,Heat,Pistons,1,-2
338,338,2016-11-24 20:00:00,Toyota Center,"Houston, TX",18055,18104,Raptors,Rockets,-1,1
339,339,2016-11-24 20:30:00,American Airlines Center,"Dallas, TX",20042,19200,Clippers,Mavericks,-7,4
340,340,2016-11-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19229,19911,Nuggets,Jazz,1,-1
341,341,2016-11-24 21:30:00,Smoothie King Center,"New Orleans, LA",15555,17188,Timberwolves,Pelicans,4,-3
342,342,2016-11-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Lakers,Warriors,9,-1
343,343,2016-11-24 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings,2,-3
344,344,2016-11-26 13:00:00,TD Garden,"Boston, MA",18624,18624,Spurs,Celtics,-1,8
345,345,2016-11-26 19:00:00,Amway Center,"Orlando, FL",17103,18500,Wizards,Magic,-3,2
346,346,2016-11-26 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Mavericks,Cavaliers,3,-8
347,347,2016-11-26 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks,3,-4
348,348,2016-11-26 19:30:00,Wells Fargo Center,"Philadelphia, PA",18234,20318,Bulls,76ers,-2,1
349,349,2016-11-26 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17023,22076,Clippers,Pistons,2,-1
350,350,2016-11-26 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hawks,Jazz,2,-1
351,351,2016-11-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16223,18717,Raptors,Bucks,-1,2
352,352,2016-11-26 20:00:00,FedExForum,"Memphis, TN",17222,18119,Heat,Grizzlies,-1,1
353,353,2016-11-26 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16083,18165,Nets,Pacers,1,-6
354,354,2016-11-26 21:00:00,Pepsi Center,"Denver, CO",14327,19155,Thunder,Nuggets,-2,1
355,355,2016-11-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16728,18422,Timberwolves,Suns,-1,1
356,356,2016-11-26 22:00:00,Moda Center,"Portland, OR",19393,19441,Pelicans,Trail,0,-1
357,357,2016-11-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Warriors,Lakers,-2,10
358,358,2016-11-26 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Rockets,Kings,-1,1
359,359,2016-11-27 19:00:00,Verizon Center,"Washington, DC",17066,20173,Spurs,Wizards,-1,9
360,360,2016-11-27 19:00:00,Spectrum Center,"Charlotte, NC",19195,19077,Knicks,Hornets,1,-1
361,361,2016-11-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pistons,Thunder,2,-1
362,362,2016-11-27 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Grizzlies,Heat,-1,1
363,363,2016-11-27 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Timberwolves,Warriors,11,-1
364,364,2016-11-28 13:00:00,Wells Fargo Center,"Philadelphia, PA",19311,20318,Cavaliers,76ers,-3,4
365,365,2016-11-28 15:30:00,Talking Stick Resort Arena,"Phoenix, AZ",15365,18422,Nuggets,Suns,-2,1
366,366,2016-11-28 18:00:00,Amway Center,"Orlando, FL",16521,18500,Bucks,Magic,-4,1
367,367,2016-11-28 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15572,18165,Clippers,Pacers,2,-2
368,368,2016-11-28 19:00:00,American Airlines Center,"Dallas, TX",19302,19200,Pelicans,Mavericks,1,-2
369,369,2016-11-28 21:00:00,Moda Center,"Portland, OR",19393,19441,Rockets,Trail,0,2
370,370,2016-11-28 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Hawks,Lakers,1,-2
371,371,2016-11-29 19:00:00,Verizon Center,"Washington, DC",12571,20173,Kings,Wizards,1,-1
372,372,2016-11-29 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,76ers,Raptors,3,-4
373,373,2016-11-29 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Thunder,Knicks,-2,3
374,374,2016-11-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat,-2,1
375,375,2016-11-29 20:00:00,FedExForum,"Memphis, TN",13143,18119,Hornets,Grizzlies,-1,2
376,376,2016-11-29 20:00:00,Target Center,"Minneapolis, MN",9384,19356,Jazz,Timberwolves,-2,3
377,377,2016-11-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Hawks,Warriors,12,-3
378,378,2016-11-30 19:00:00,Spectrum Center,"Charlotte, NC",14266,19077,Pistons,Hornets,-1,1
379,379,2016-11-30 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16559,18717,Cavaliers,Bucks,2,-1
380,380,2016-11-30 20:00:00,Smoothie King Center,"New Orleans, LA",14024,17188,Lakers,Pelicans,1,-1
381,381,2016-11-30 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Magic,Spurs,-1,1
382,382,2016-11-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Rockets,Jazz,4,-1
383,383,2016-12-01 19:30:00,TD Garden,"Boston, MA",17338,18624,Pistons,Celtics,-1,2
384,384,2016-12-01 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Grizzlies,Raptors,4,-2
385,385,2016-12-01 20:00:00,United Center,"Chicago, IL",21773,20917,Lakers,Bulls,-1,1
386,386,2016-12-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Wizards,Thunder,4,-1
387,387,2016-12-01 20:00:00,Target Center,"Minneapolis, MN",13987,19356,Knicks,Timberwolves,-3,1
388,388,2016-12-01 20:30:00,American Airlines Center,"Dallas, TX",19245,19200,Spurs,Mavericks,-1,1
389,389,2016-12-01 21:00:00,Pepsi Center,"Denver, CO",11471,19155,Heat,Nuggets,-1,1
390,390,2016-12-01 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15909,18422,Hawks,Suns,1,-4
391,391,2016-12-01 22:00:00,Moda Center,"Portland, OR",19107,19441,Pacers,Trail,0,-1
392,392,2016-12-03 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Lakers,Raptors,5,-1
393,393,2016-12-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Timberwolves,Knicks,2,-4
394,394,2016-12-03 20:00:00,United Center,"Chicago, IL",21775,20917,Cavaliers,Bulls,1,-3
395,395,2016-12-03 20:00:00,Smoothie King Center,"New Orleans, LA",16538,17188,Clippers,Pelicans,-1,2
396,396,2016-12-03 20:00:00,Philips Arena,"Atlanta, GA",15500,18729,Pistons,Hawks,-5,3
397,397,2016-12-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Wizards,Spurs,2,-2
398,398,2016-12-03 22:30:00,Pepsi Center,"Denver, CO",15549,19155,Rockets,Nuggets,-2,2
399,399,2016-12-04 17:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15565,18717,Nets,Bucks,4,-2
400,400,2016-12-04 19:00:00,Spectrum Center,"Charlotte, NC",16982,19077,Timberwolves,Hornets,-1,1
401,401,2016-12-04 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors,6,-6
402,402,2016-12-04 19:30:00,Wells Fargo Center,"Philadelphia, PA",17063,20318,Celtics,76ers,-6,2
403,403,2016-12-04 20:00:00,FedExForum,"Memphis, TN",17017,18119,Lakers,Grizzlies,2,-2
404,404,2016-12-04 20:30:00,American Airlines Center,"Dallas, TX",19857,19200,Bulls,Mavericks,1,-1
405,405,2016-12-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Nuggets,Jazz,1,-3
406,406,2016-12-04 22:00:00,Moda Center,"Portland, OR",19393,19441,Heat,Trail,0,-1
407,407,2016-12-05 18:00:00,The Palace of Auburn Hills,"Detroit, MI",15206,22076,Magic,Pistons,-1,2
408,408,2016-12-05 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pelicans,Thunder,5,-2
409,409,2016-12-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Kings,Knicks,3,-3
410,410,2016-12-05 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pacers,Clippers,-1,1
411,411,2016-12-06 19:00:00,Wells Fargo Center,"Philadelphia, PA",11815,20318,Nuggets,76ers,-7,1
412,412,2016-12-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Cavaliers,Raptors,-1,1
413,413,2016-12-06 19:30:00,Philips Arena,"Atlanta, GA",14654,18729,Thunder,Hawks,-7,6
414,414,2016-12-06 20:00:00,United Center,"Chicago, IL",21351,20917,Blazers,Bulls,-2,0
415,415,2016-12-06 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14256,18717,Spurs,Bucks,-1,3
416,416,2016-12-06 20:00:00,Smoothie King Center,"New Orleans, LA",13795,17188,Grizzlies,Pelicans,-3,3
417,417,2016-12-06 20:00:00,Toyota Center,"Houston, TX",15730,18104,Celtics,Rockets,3,-1
418,418,2016-12-06 20:30:00,American Airlines Center,"Dallas, TX",19228,19200,Hornets,Mavericks,-1,1
419,419,2016-12-06 22:30:00,STAPLES Center,"Los Angeles, CA",18279,19060,Jazz,Lakers,-3,2
420,420,2016-12-06 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pacers,Warriors,2,-1
421,421,2016-12-07 19:00:00,Verizon Center,"Washington, DC",12116,20173,Magic,Wizards,-1,3
422,422,2016-12-07 19:30:00,AmericanAirlines Arena,"Miami, FL",19610,19600,Knicks,Heat,-2,4
423,423,2016-12-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14305,22076,Bulls,Pistons,1,-3
424,424,2016-12-07 20:00:00,FedExForum,"Memphis, TN",13521,18119,76ers,Grizzlies,4,-8
425,425,2016-12-07 20:00:00,Target Center,"Minneapolis, MN",12585,19356,Spurs,Timberwolves,-1,4
426,426,2016-12-07 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18997,19911,Suns,Jazz,3,-2
427,427,2016-12-08 19:00:00,Spectrum Center,"Charlotte, NC",15141,19077,Pistons,Hornets,2,-1
428,428,2016-12-08 19:00:00,Amway Center,"Orlando, FL",17009,18500,Celtics,Magic,-1,1
429,429,2016-12-08 19:30:00,Philips Arena,"Atlanta, GA",11326,18729,Heat,Hawks,1,-3
430,430,2016-12-08 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14033,18717,Blazers,Bucks,1,0
431,431,2016-12-08 20:00:00,Toyota Center,"Houston, TX",16141,18104,Lakers,Rockets,4,-4
432,432,2016-12-08 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks,-1,2
433,433,2016-12-08 20:30:00,American Airlines Center,"Dallas, TX",19711,19200,Kings,Mavericks,-2,1
434,434,2016-12-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17452,18422,Pacers,Suns,-3,1
435,435,2016-12-08 22:30:00,STAPLES Center,"Los Angeles, CA",19239,19060,Warriors,Clippers,-2,3
436,436,2016-12-09 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Timberwolves,Raptors,1,-2
437,437,2016-12-09 19:00:00,Verizon Center,"Washington, DC",12645,20173,Nuggets,Wizards,1,-2
438,438,2016-12-09 20:00:00,FedExForum,"Memphis, TN",14317,18119,Blazers,Grizzlies,5,0
439,439,2016-12-09 20:00:00,Smoothie King Center,"New Orleans, LA",14158,17188,76ers,Pelicans,-4,1
440,440,2016-12-09 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Warriors,Jazz,-1,4
441,441,2016-12-09 21:30:00,United Center,"Chicago, IL",21489,20917,Spurs,Bulls,1,-1
442,442,2016-12-10 19:00:00,Spectrum Center,"Charlotte, NC",15707,19077,Magic,Hornets,3,-2
443,443,2016-12-10 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Heat,Cavaliers,3,-4
444,444,2016-12-10 19:30:00,TD Garden,"Boston, MA",18624,18624,Raptors,Celtics,-1,2
445,445,2016-12-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16289,18717,Hawks,Bucks,-1,2
446,446,2016-12-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder,-1,5
447,447,2016-12-10 20:00:00,Target Center,"Minneapolis, MN",14109,19356,Pistons,Timberwolves,-3,1
448,448,2016-12-10 20:30:00,American Airlines Center,"Dallas, TX",19486,19200,Pacers,Mavericks,1,-1
449,449,2016-12-10 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Suns,Lakers,-5,1
450,450,2016-12-10 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Knicks,Kings,-1,1
451,451,2016-12-11 19:00:00,Verizon Center,"Washington, DC",14816,20173,Bucks,Wizards,2,-2
452,452,2016-12-11 19:00:00,Amway Center,"Orlando, FL",17010,18500,Nuggets,Magic,-3,1
453,453,2016-12-11 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16211,18165,Blazers,Pacers,1,0
454,454,2016-12-11 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers,4,-1
455,455,2016-12-11 20:00:00,United Center,"Chicago, IL",21450,20917,Heat,Bulls,2,-5
456,456,2016-12-11 20:00:00,FedExForum,"Memphis, TN",18119,18119,Warriors,Grizzlies,6,-1
457,457,2016-12-11 20:00:00,Toyota Center,"Houston, TX",15761,18104,Mavericks,Rockets,6,-1
458,458,2016-12-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nets,Spurs,1,-1
459,459,2016-12-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19331,19911,Kings,Jazz,1,-2
460,460,2016-12-11 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pelicans,Clippers,1,-5
461,461,2016-12-12 18:00:00,The Palace of Auburn Hills,"Detroit, MI",7244,22076,76ers,Pistons,-1,2
462,462,2016-12-12 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Celtics,Thunder,1,-2
463,463,2016-12-12 19:00:00,Target Center,"Minneapolis, MN",18452,19356,Warriors,Timberwolves,-4,1
464,464,2016-12-12 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16949,18422,Pelicans,Suns,-1,1
465,465,2016-12-12 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Knicks,Lakers,-6,2
466,466,2016-12-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14138,18165,Hornets,Pacers,2,-2
467,467,2016-12-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors,3,-3
468,468,2016-12-13 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Wizards,Heat,1,-1
469,469,2016-12-13 20:00:00,Toyota Center,"Houston, TX",13619,18104,Nets,Rockets,7,-2
470,470,2016-12-13 20:30:00,American Airlines Center,"Dallas, TX",19425,19200,Nuggets,Mavericks,1,-1
471,471,2016-12-13 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers,2,0
472,472,2016-12-13 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Lakers,Kings,1,-7
473,473,2016-12-14 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Grizzlies,Cavaliers,5,-1
474,474,2016-12-14 19:30:00,Philips Arena,"Atlanta, GA",13585,18729,Magic,Hawks,-1,1
475,475,2016-12-14 20:00:00,United Center,"Chicago, IL",21146,20917,Timberwolves,Bulls,-1,1
476,476,2016-12-14 20:00:00,Smoothie King Center,"New Orleans, LA",17789,17188,Warriors,Pelicans,-1,2
477,477,2016-12-14 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16429,18422,Knicks,Suns,1,-1
478,478,2016-12-14 22:30:00,Moda Center,"Portland, OR",19505,19441,Thunder,Trail,0,-1
479,479,2016-12-15 19:00:00,Wells Fargo Center,"Philadelphia, PA",16192,20318,Raptors,76ers,-1,4
480,480,2016-12-15 19:00:00,Verizon Center,"Washington, DC",13447,20173,Hornets,Wizards,1,-3
481,481,2016-12-15 19:00:00,Amway Center,"Orlando, FL",18846,18500,Clippers,Magic,-1,3
482,482,2016-12-15 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pacers,Heat,2,-1
483,483,2016-12-15 20:00:00,FedExForum,"Memphis, TN",17449,18119,Cavaliers,Grizzlies,1,-1
484,484,2016-12-15 20:00:00,Toyota Center,"Houston, TX",15039,18104,Kings,Rockets,8,-1
485,485,2016-12-15 20:30:00,American Airlines Center,"Dallas, TX",19687,19200,Pistons,Mavericks,-1,1
486,486,2016-12-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz,2,-2
487,487,2016-12-15 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Celtics,Spurs,2,-3
