,date,game_center,geo_location,attendance,capacity,home,guest
279,2016-11-17 19:00:00,Wells Fargo Center,"Philadelphia, PA",14863,20318,Wizards,76ers
280,2016-11-17 19:00:00,Amway Center,"Orlando, FL",16127,18500,Pelicans,Magic
281,2016-11-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17022,18165,Cavaliers,Pacers
282,2016-11-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Mavericks,Celtics
283,2016-11-17 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pistons,Knicks
284,2016-11-17 19:30:00,Philips Arena,"Atlanta, GA",14656,18729,Bucks,Hawks
285,2016-11-17 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder
286,2016-11-17 20:00:00,Air Canada Centre,"Toronto, ON",21050,19800,Warriors,Raptors
287,2016-11-17 21:00:00,Pepsi Center,"Denver, CO",10247,19155,Suns,Nuggets
288,2016-11-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers
289,2016-11-17 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Spurs,Kings
290,2016-11-18 19:00:00,Verizon Center,"Washington, DC",16704,20173,Knicks,Wizards
291,2016-11-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat
292,2016-11-18 20:00:00,Toyota Center,"Houston, TX",15550,18104,Blazers,Rockets
293,2016-11-18 20:00:00,Target Center,"Minneapolis, MN",16866,19356,76ers,Timberwolves
294,2016-11-18 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Bulls,Jazz
295,2016-11-19 19:00:00,Spectrum Center,"Charlotte, NC",17989,19077,Hawks,Hornets
296,2016-11-19 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers
297,2016-11-19 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16780,18165,Suns,Pacers
298,2016-11-19 20:00:00,Smoothie King Center,"New Orleans, LA",15552,17188,Blazers,Pelicans
299,2016-11-19 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nets,Thunder
300,2016-11-19 20:00:00,TD Garden,"Boston, MA",18624,18624,Warriors,Celtics
301,2016-11-19 20:30:00,American Airlines Center,"Dallas, TX",19715,19200,Grizzlies,Mavericks
302,2016-11-19 21:00:00,Pepsi Center,"Denver, CO",12476,19155,Raptors,Nuggets
303,2016-11-19 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Spurs,Lakers
304,2016-11-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings
305,2016-11-20 17:00:00,Toyota Center,"Houston, TX",14760,18104,Jazz,Rockets
306,2016-11-20 19:00:00,Smoothie King Center,"New Orleans, LA",15739,17188,Hornets,Pelicans
307,2016-11-20 19:00:00,Verizon Center,"Washington, DC",15848,20173,Heat,Wizards
308,2016-11-20 19:00:00,Amway Center,"Orlando, FL",18846,18500,Mavericks,Magic
309,2016-11-20 19:00:00,The Palace of Auburn Hills,"Detroit, MI",16107,22076,Celtics,Pistons
310,2016-11-20 19:30:00,Wells Fargo Center,"Philadelphia, PA",18125,20318,Suns,76ers
311,2016-11-20 20:00:00,FedExForum,"Memphis, TN",17112,18119,Timberwolves,Grizzlies
312,2016-11-20 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Warriors,Bucks
313,2016-11-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Bulls,Clippers
314,2016-11-21 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks
315,2016-11-21 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pacers,Thunder
316,2016-11-21 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Raptors,Kings
317,2016-11-21 21:00:00,Pepsi Center,"Denver, CO",12565,19155,Jazz,Nuggets
318,2016-11-21 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Bulls,Lakers
319,2016-11-22 19:00:00,Wells Fargo Center,"Philadelphia, PA",16477,20318,Heat,76ers
320,2016-11-22 19:00:00,Verizon Center,"Washington, DC",12790,20173,Suns,Wizards
321,2016-11-22 19:00:00,Spectrum Center,"Charlotte, NC",14181,19077,Grizzlies,Hornets
322,2016-11-22 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Warriors,Pacers
323,2016-11-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13632,22076,Rockets,Pistons
324,2016-11-22 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12306,18717,Magic,Bucks
325,2016-11-22 20:00:00,Target Center,"Minneapolis, MN",13167,19356,Celtics,Timberwolves
326,2016-11-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs
327,2016-11-22 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Raptors,Clippers
328,2016-11-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Blazers,Knicks
329,2016-11-23 19:30:00,Philips Arena,"Atlanta, GA",19120,18729,Pelicans,Hawks
330,2016-11-23 21:00:00,Pepsi Center,"Denver, CO",14328,19155,Bulls,Nuggets
331,2016-11-23 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Thunder,Lakers
332,2016-11-24 19:00:00,Wells Fargo Center,"Philadelphia, PA",15880,20318,Grizzlies,76ers
333,2016-11-24 19:00:00,Spectrum Center,"Charlotte, NC",18515,19077,Spurs,Hornets
334,2016-11-24 19:00:00,Amway Center,"Orlando, FL",17069,18500,Suns,Magic
335,2016-11-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Blazers,Cavaliers
336,2016-11-24 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16032,18165,Hawks,Pacers
337,2016-11-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14520,22076,Heat,Pistons
338,2016-11-24 20:00:00,Toyota Center,"Houston, TX",18055,18104,Raptors,Rockets
339,2016-11-24 20:30:00,American Airlines Center,"Dallas, TX",20042,19200,Clippers,Mavericks
340,2016-11-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19229,19911,Nuggets,Jazz
341,2016-11-24 21:30:00,Smoothie King Center,"New Orleans, LA",15555,17188,Timberwolves,Pelicans
342,2016-11-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Lakers,Warriors
343,2016-11-24 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings
344,2016-11-26 13:00:00,TD Garden,"Boston, MA",18624,18624,Spurs,Celtics
345,2016-11-26 19:00:00,Amway Center,"Orlando, FL",17103,18500,Wizards,Magic
346,2016-11-26 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Mavericks,Cavaliers
347,2016-11-26 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks
348,2016-11-26 19:30:00,Wells Fargo Center,"Philadelphia, PA",18234,20318,Bulls,76ers
349,2016-11-26 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17023,22076,Clippers,Pistons
350,2016-11-26 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hawks,Jazz
351,2016-11-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16223,18717,Raptors,Bucks
352,2016-11-26 20:00:00,FedExForum,"Memphis, TN",17222,18119,Heat,Grizzlies
353,2016-11-26 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16083,18165,Nets,Pacers
354,2016-11-26 21:00:00,Pepsi Center,"Denver, CO",14327,19155,Thunder,Nuggets
355,2016-11-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16728,18422,Timberwolves,Suns
356,2016-11-26 22:00:00,Moda Center,"Portland, OR",19393,19441,Pelicans,Trail
357,2016-11-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Warriors,Lakers
358,2016-11-26 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Rockets,Kings
359,2016-11-27 19:00:00,Verizon Center,"Washington, DC",17066,20173,Spurs,Wizards
360,2016-11-27 19:00:00,Spectrum Center,"Charlotte, NC",19195,19077,Knicks,Hornets
361,2016-11-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pistons,Thunder
362,2016-11-27 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Grizzlies,Heat
363,2016-11-27 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Timberwolves,Warriors
364,2016-11-28 13:00:00,Wells Fargo Center,"Philadelphia, PA",19311,20318,Cavaliers,76ers
365,2016-11-28 15:30:00,Talking Stick Resort Arena,"Phoenix, AZ",15365,18422,Nuggets,Suns
366,2016-11-28 18:00:00,Amway Center,"Orlando, FL",16521,18500,Bucks,Magic
367,2016-11-28 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15572,18165,Clippers,Pacers
368,2016-11-28 19:00:00,American Airlines Center,"Dallas, TX",19302,19200,Pelicans,Mavericks
369,2016-11-28 21:00:00,Moda Center,"Portland, OR",19393,19441,Rockets,Trail
370,2016-11-28 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Hawks,Lakers
371,2016-11-29 19:00:00,Verizon Center,"Washington, DC",12571,20173,Kings,Wizards
372,2016-11-29 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,76ers,Raptors
373,2016-11-29 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Thunder,Knicks
374,2016-11-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat
375,2016-11-29 20:00:00,FedExForum,"Memphis, TN",13143,18119,Hornets,Grizzlies
376,2016-11-29 20:00:00,Target Center,"Minneapolis, MN",9384,19356,Jazz,Timberwolves
377,2016-11-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Hawks,Warriors
378,2016-11-30 19:00:00,Spectrum Center,"Charlotte, NC",14266,19077,Pistons,Hornets
379,2016-11-30 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16559,18717,Cavaliers,Bucks
380,2016-11-30 20:00:00,Smoothie King Center,"New Orleans, LA",14024,17188,Lakers,Pelicans
381,2016-11-30 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Magic,Spurs
382,2016-11-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Rockets,Jazz
383,2016-12-01 19:30:00,TD Garden,"Boston, MA",17338,18624,Pistons,Celtics
384,2016-12-01 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Grizzlies,Raptors
385,2016-12-01 20:00:00,United Center,"Chicago, IL",21773,20917,Lakers,Bulls
386,2016-12-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Wizards,Thunder
387,2016-12-01 20:00:00,Target Center,"Minneapolis, MN",13987,19356,Knicks,Timberwolves
388,2016-12-01 20:30:00,American Airlines Center,"Dallas, TX",19245,19200,Spurs,Mavericks
389,2016-12-01 21:00:00,Pepsi Center,"Denver, CO",11471,19155,Heat,Nuggets
390,2016-12-01 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15909,18422,Hawks,Suns
391,2016-12-01 22:00:00,Moda Center,"Portland, OR",19107,19441,Pacers,Trail
392,2016-12-03 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Lakers,Raptors
393,2016-12-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Timberwolves,Knicks
394,2016-12-03 20:00:00,United Center,"Chicago, IL",21775,20917,Cavaliers,Bulls
395,2016-12-03 20:00:00,Smoothie King Center,"New Orleans, LA",16538,17188,Clippers,Pelicans
396,2016-12-03 20:00:00,Philips Arena,"Atlanta, GA",15500,18729,Pistons,Hawks
397,2016-12-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Wizards,Spurs
398,2016-12-03 22:30:00,Pepsi Center,"Denver, CO",15549,19155,Rockets,Nuggets
399,2016-12-04 17:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15565,18717,Nets,Bucks
400,2016-12-04 19:00:00,Spectrum Center,"Charlotte, NC",16982,19077,Timberwolves,Hornets
401,2016-12-04 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors
402,2016-12-04 19:30:00,Wells Fargo Center,"Philadelphia, PA",17063,20318,Celtics,76ers
403,2016-12-04 20:00:00,FedExForum,"Memphis, TN",17017,18119,Lakers,Grizzlies
404,2016-12-04 20:30:00,American Airlines Center,"Dallas, TX",19857,19200,Bulls,Mavericks
405,2016-12-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Nuggets,Jazz
406,2016-12-04 22:00:00,Moda Center,"Portland, OR",19393,19441,Heat,Trail
407,2016-12-05 18:00:00,The Palace of Auburn Hills,"Detroit, MI",15206,22076,Magic,Pistons
408,2016-12-05 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pelicans,Thunder
409,2016-12-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Kings,Knicks
410,2016-12-05 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pacers,Clippers
411,2016-12-06 19:00:00,Wells Fargo Center,"Philadelphia, PA",11815,20318,Nuggets,76ers
412,2016-12-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Cavaliers,Raptors
413,2016-12-06 19:30:00,Philips Arena,"Atlanta, GA",14654,18729,Thunder,Hawks
414,2016-12-06 20:00:00,United Center,"Chicago, IL",21351,20917,Blazers,Bulls
415,2016-12-06 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14256,18717,Spurs,Bucks
416,2016-12-06 20:00:00,Smoothie King Center,"New Orleans, LA",13795,17188,Grizzlies,Pelicans
417,2016-12-06 20:00:00,Toyota Center,"Houston, TX",15730,18104,Celtics,Rockets
418,2016-12-06 20:30:00,American Airlines Center,"Dallas, TX",19228,19200,Hornets,Mavericks
419,2016-12-06 22:30:00,STAPLES Center,"Los Angeles, CA",18279,19060,Jazz,Lakers
420,2016-12-06 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pacers,Warriors
421,2016-12-07 19:00:00,Verizon Center,"Washington, DC",12116,20173,Magic,Wizards
422,2016-12-07 19:30:00,AmericanAirlines Arena,"Miami, FL",19610,19600,Knicks,Heat
423,2016-12-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14305,22076,Bulls,Pistons
424,2016-12-07 20:00:00,FedExForum,"Memphis, TN",13521,18119,76ers,Grizzlies
425,2016-12-07 20:00:00,Target Center,"Minneapolis, MN",12585,19356,Spurs,Timberwolves
426,2016-12-07 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18997,19911,Suns,Jazz
427,2016-12-08 19:00:00,Spectrum Center,"Charlotte, NC",15141,19077,Pistons,Hornets
428,2016-12-08 19:00:00,Amway Center,"Orlando, FL",17009,18500,Celtics,Magic
429,2016-12-08 19:30:00,Philips Arena,"Atlanta, GA",11326,18729,Heat,Hawks
430,2016-12-08 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14033,18717,Blazers,Bucks
431,2016-12-08 20:00:00,Toyota Center,"Houston, TX",16141,18104,Lakers,Rockets
432,2016-12-08 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks
433,2016-12-08 20:30:00,American Airlines Center,"Dallas, TX",19711,19200,Kings,Mavericks
434,2016-12-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17452,18422,Pacers,Suns
435,2016-12-08 22:30:00,STAPLES Center,"Los Angeles, CA",19239,19060,Warriors,Clippers
436,2016-12-09 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Timberwolves,Raptors
437,2016-12-09 19:00:00,Verizon Center,"Washington, DC",12645,20173,Nuggets,Wizards
438,2016-12-09 20:00:00,FedExForum,"Memphis, TN",14317,18119,Blazers,Grizzlies
439,2016-12-09 20:00:00,Smoothie King Center,"New Orleans, LA",14158,17188,76ers,Pelicans
440,2016-12-09 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Warriors,Jazz
441,2016-12-09 21:30:00,United Center,"Chicago, IL",21489,20917,Spurs,Bulls
442,2016-12-10 19:00:00,Spectrum Center,"Charlotte, NC",15707,19077,Magic,Hornets
443,2016-12-10 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Heat,Cavaliers
444,2016-12-10 19:30:00,TD Garden,"Boston, MA",18624,18624,Raptors,Celtics
445,2016-12-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16289,18717,Hawks,Bucks
446,2016-12-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder
447,2016-12-10 20:00:00,Target Center,"Minneapolis, MN",14109,19356,Pistons,Timberwolves
448,2016-12-10 20:30:00,American Airlines Center,"Dallas, TX",19486,19200,Pacers,Mavericks
449,2016-12-10 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Suns,Lakers
450,2016-12-10 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Knicks,Kings
451,2016-12-11 19:00:00,Verizon Center,"Washington, DC",14816,20173,Bucks,Wizards
452,2016-12-11 19:00:00,Amway Center,"Orlando, FL",17010,18500,Nuggets,Magic
453,2016-12-11 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16211,18165,Blazers,Pacers
454,2016-12-11 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers
455,2016-12-11 20:00:00,United Center,"Chicago, IL",21450,20917,Heat,Bulls
456,2016-12-11 20:00:00,FedExForum,"Memphis, TN",18119,18119,Warriors,Grizzlies
457,2016-12-11 20:00:00,Toyota Center,"Houston, TX",15761,18104,Mavericks,Rockets
458,2016-12-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nets,Spurs
459,2016-12-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19331,19911,Kings,Jazz
460,2016-12-11 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pelicans,Clippers
461,2016-12-12 18:00:00,The Palace of Auburn Hills,"Detroit, MI",7244,22076,76ers,Pistons
462,2016-12-12 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Celtics,Thunder
463,2016-12-12 19:00:00,Target Center,"Minneapolis, MN",18452,19356,Warriors,Timberwolves
464,2016-12-12 20:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16949,18422,Pelicans,Suns
465,2016-12-12 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Knicks,Lakers
466,2016-12-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14138,18165,Hornets,Pacers
467,2016-12-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors
468,2016-12-13 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Wizards,Heat
469,2016-12-13 20:00:00,Toyota Center,"Houston, TX",13619,18104,Nets,Rockets
470,2016-12-13 20:30:00,American Airlines Center,"Dallas, TX",19425,19200,Nuggets,Mavericks
471,2016-12-13 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers
472,2016-12-13 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Lakers,Kings
473,2016-12-14 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Grizzlies,Cavaliers
474,2016-12-14 19:30:00,Philips Arena,"Atlanta, GA",13585,18729,Magic,Hawks
475,2016-12-14 20:00:00,United Center,"Chicago, IL",21146,20917,Timberwolves,Bulls
476,2016-12-14 20:00:00,Smoothie King Center,"New Orleans, LA",17789,17188,Warriors,Pelicans
477,2016-12-14 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16429,18422,Knicks,Suns
478,2016-12-14 22:30:00,Moda Center,"Portland, OR",19505,19441,Thunder,Trail
479,2016-12-15 19:00:00,Wells Fargo Center,"Philadelphia, PA",16192,20318,Raptors,76ers
480,2016-12-15 19:00:00,Verizon Center,"Washington, DC",13447,20173,Hornets,Wizards
481,2016-12-15 19:00:00,Amway Center,"Orlando, FL",18846,18500,Clippers,Magic
482,2016-12-15 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pacers,Heat
483,2016-12-15 20:00:00,FedExForum,"Memphis, TN",17449,18119,Cavaliers,Grizzlies
484,2016-12-15 20:00:00,Toyota Center,"Houston, TX",15039,18104,Kings,Rockets
485,2016-12-15 20:30:00,American Airlines Center,"Dallas, TX",19687,19200,Pistons,Mavericks
486,2016-12-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz
487,2016-12-15 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Celtics,Spurs
488,2016-12-16 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16704,18717,Bulls,Bucks
489,2016-12-16 20:00:00,Smoothie King Center,"New Orleans, LA",15472,17188,Pacers,Pelicans
490,2016-12-16 21:00:00,Pepsi Center,"Denver, CO",10022,19155,Blazers,Nuggets
491,2016-12-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17165,18422,Spurs,Suns
492,2016-12-16 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Knicks,Warriors
493,2016-12-17 19:00:00,Verizon Center,"Washington, DC",15573,20173,Pistons,Wizards
494,2016-12-17 19:00:00,Amway Center,"Orlando, FL",17668,18500,Nets,Magic
495,2016-12-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Hornets,Celtics
496,2016-12-17 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors
497,2016-12-17 20:00:00,United Center,"Chicago, IL",21324,20917,Bucks,Bulls
498,2016-12-17 20:00:00,FedExForum,"Memphis, TN",15987,18119,Kings,Grizzlies
499,2016-12-17 20:00:00,Toyota Center,"Houston, TX",16728,18104,Pelicans,Rockets
500,2016-12-17 20:00:00,Wells Fargo Center,"Philadelphia, PA",20491,20318,Lakers,76ers
501,2016-12-17 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Clippers,Heat
502,2016-12-17 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18721,19911,Mavericks,Jazz
503,2016-12-18 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Suns,Thunder
504,2016-12-18 19:00:00,The Palace of Auburn Hills,"Detroit, MI",15231,22076,Pacers,Pistons
505,2016-12-18 19:30:00,Philips Arena,"Atlanta, GA",17918,18729,Hornets,Hawks
506,2016-12-18 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Lakers,Cavaliers
507,2016-12-18 20:00:00,Target Center,"Minneapolis, MN",14689,19356,Rockets,Timberwolves
508,2016-12-18 21:00:00,Pepsi Center,"Denver, CO",12042,19155,Knicks,Nuggets
509,2016-12-18 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Blazers,Warriors
510,2016-12-19 15:30:00,Verizon Center,"Washington, DC",17380,20173,Clippers,Wizards
511,2016-12-19 18:00:00,FedExForum,"Memphis, TN",15862,18119,Jazz,Grizzlies
512,2016-12-19 18:00:00,Wells Fargo Center,"Philadelphia, PA",16460,20318,Nets,76ers
513,2016-12-19 18:00:00,Amway Center,"Orlando, FL",17251,18500,Raptors,Magic
514,2016-12-19 18:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat
515,2016-12-19 16:00:00,American Airlines Center,"Dallas, TX",19504,19200,Kings,Mavericks
516,2016-12-19 19:00:00,AT&T Center,"San Antonio, TX",18615,18581,Pelicans,Spurs
517,2016-12-20 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17686,18165,Wizards,Pacers
518,2016-12-20 20:00:00,United Center,"Chicago, IL",21400,20917,Pistons,Bulls
519,2016-12-20 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Hawks,Thunder
520,2016-12-20 20:00:00,Target Center,"Minneapolis, MN",12008,19356,Suns,Timberwolves
521,2016-12-20 21:00:00,Pepsi Center,"Denver, CO",12581,19155,Mavericks,Nuggets
522,2016-12-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",16322,20318,Pelicans,76ers
523,2016-12-21 19:00:00,Spectrum Center,"Charlotte, NC",19093,19077,Lakers,Hornets
524,2016-12-21 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nets,Raptors
525,2016-12-21 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pacers,Knicks
526,2016-12-21 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Magic,Heat
527,2016-12-21 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17053,18717,Cavaliers,Bucks
528,2016-12-21 20:00:00,FedExForum,"Memphis, TN",16519,18119,Celtics,Grizzlies
529,2016-12-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets
530,2016-12-21 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nuggets,Clippers
531,2016-12-21 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Jazz,Warriors
532,2016-12-21 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Blazers,Kings
533,2016-12-22 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bucks,Cavaliers
534,2016-12-22 19:30:00,Philips Arena,"Atlanta, GA",17578,18729,Timberwolves,Hawks
535,2016-12-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16033,22076,Grizzlies,Pistons
536,2016-12-22 20:00:00,United Center,"Chicago, IL",21358,20917,Wizards,Bulls
537,2016-12-22 20:00:00,Smoothie King Center,"New Orleans, LA",16375,17188,Thunder,Pelicans
538,2016-12-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19195,19911,Kings,Jazz
539,2016-12-22 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Rockets,Suns
540,2016-12-22 22:00:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail
541,2016-12-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Magic,Knicks
542,2016-12-23 20:00:00,AmericanAirlines Arena,"Miami, FL",19712,19600,Lakers,Heat
543,2016-12-23 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17577,18165,Celtics,Pacers
544,2016-12-23 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Spurs,Clippers
545,2016-12-24 19:00:00,Spectrum Center,"Charlotte, NC",19249,19077,Bulls,Hornets
546,2016-12-24 19:00:00,Amway Center,"Orlando, FL",18846,18500,Lakers,Magic
547,2016-12-24 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers
548,2016-12-24 19:30:00,TD Garden,"Boston, MA",18624,18624,Thunder,Celtics
549,2016-12-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",21012,22076,Warriors,Pistons
550,2016-12-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15921,18717,Wizards,Bucks
551,2016-12-24 20:00:00,FedExForum,"Memphis, TN",17454,18119,Rockets,Grizzlies
552,2016-12-24 20:00:00,Smoothie King Center,"New Orleans, LA",16322,17188,Heat,Pelicans
553,2016-12-24 20:00:00,Target Center,"Minneapolis, MN",13288,19356,Kings,Timberwolves
554,2016-12-24 21:00:00,Pepsi Center,"Denver, CO",13823,19155,Hawks,Nuggets
555,2016-12-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Raptors,Jazz
556,2016-12-24 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16535,18422,76ers,Suns
557,2016-12-24 22:00:00,Moda Center,"Portland, OR",19393,19441,Spurs,Trail
