,date,game_center,geo_location,attendance,capacity,home,guest
62,2017-04-02 14:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Lakers,Clippers
63,2017-02-02 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Timberwolves,Cavaliers
64,2017-01-02 18:00:00,Philips Arena,"Atlanta, GA",18088,18729,Spurs,Hawks
65,2016-10-26 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Knicks,Cavaliers
66,2016-10-26 21:00:00,Moda Center,"Portland, OR",19446,19441,Jazz,Trail
67,2016-10-26 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Spurs,Warriors
68,2016-10-27 18:00:00,Amway Center,"Orlando, FL",19298,18500,Heat,Magic
69,2016-10-27 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Mavericks,Pacers
70,2016-10-27 18:30:00,TD Garden,"Boston, MA",18624,18624,Nets,Celtics
71,2017-01-02 18:00:00,AmericanAirlines Arena,"Miami, FL",19844,19600,Pistons,Heat
72,2016-10-27 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Pistons,Raptors
73,2017-01-02 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17530,18165,Magic,Pacers
74,2016-10-27 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Hornets,Bucks
75,2017-01-02 19:00:00,Target Center,"Minneapolis, MN",15804,19356,Blazers,Timberwolves
76,2016-10-27 19:00:00,FedExForum,"Memphis, TN",18119,18119,Timberwolves,Grizzlies
77,2017-01-02 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Raptors,Lakers
78,2016-10-27 19:00:00,Smoothie King Center,"New Orleans, LA",15869,17188,Nuggets,Pelicans
79,2016-10-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",20487,20318,Thunder,76ers
80,2017-04-02 16:00:00,United Center,"Chicago, IL",22019,20917,Hawks,Bulls
81,2017-02-02 19:30:00,TD Garden,"Boston, MA",18624,18624,Raptors,Celtics
82,2016-12-02 20:00:00,FedExForum,"Memphis, TN",13344,18119,Magic,Grizzlies
83,2017-03-02 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Wizards,Raptors
84,2016-12-02 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Clippers,Cavaliers
85,2017-02-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hawks,Heat
86,2017-03-02 19:30:00,Philips Arena,"Atlanta, GA",12483,18729,Mavericks,Hawks
87,2017-04-02 19:00:00,Target Center,"Minneapolis, MN",18960,19356,Kings,Timberwolves
88,2017-02-02 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14262,22076,Pelicans,Pistons
89,2017-04-02 21:00:00,Moda Center,"Portland, OR",18915,19441,Suns,Trail
90,2017-02-02 20:30:00,American Airlines Center,"Dallas, TX",19263,19200,76ers,Mavericks
91,2017-03-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19609,19600,76ers,Heat
92,2017-02-02 21:00:00,Pepsi Center,"Denver, CO",12020,19155,Grizzlies,Nuggets
93,2017-03-02 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13214,18717,Nuggets,Bucks
94,2017-04-03 14:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Hornets,Thunder
95,2017-02-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19694,19911,Bucks,Jazz
96,2017-04-03 14:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Grizzlies,Lakers
97,2017-03-02 20:00:00,Smoothie King Center,"New Orleans, LA",14406,17188,Pistons,Pelicans
98,2017-01-03 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",17423,18717,Thunder,Bucks
99,2017-01-03 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pelicans,Cavaliers
100,2016-10-27 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Kings,Suns
101,2017-01-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Magic,Knicks
102,2016-10-27 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Rockets,Lakers
103,2017-01-03 20:00:00,United Center,"Chicago, IL",21612,20917,Hornets,Bulls
104,2017-01-03 20:00:00,Toyota Center,"Houston, TX",16569,18104,Wizards,Rockets
105,2017-01-03 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Suns,Clippers
106,2017-01-03 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Nuggets,Warriors
107,2016-10-28 18:30:00,Philips Arena,"Atlanta, GA",19049,18729,Wizards,Hawks
108,2017-01-04 19:00:00,Wells Fargo Center,"Philadelphia, PA",17124,20318,Timberwolves,76ers
109,2016-10-28 19:00:00,United Center,"Chicago, IL",21501,20917,Celtics,Bulls
110,2017-01-04 19:30:00,TD Garden,"Boston, MA",18624,18624,Jazz,Celtics
111,2016-10-28 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Spurs,Kings
112,2017-01-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13435,22076,Pacers,Pistons
113,2016-10-28 21:30:00,Moda Center,"Portland, OR",19500,19441,Clippers,Trail
114,2017-01-04 20:30:00,American Airlines Center,"Dallas, TX",19318,19200,Wizards,Mavericks
115,2017-01-04 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Raptors,Spurs
116,2016-10-29 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Cavaliers,Raptors
117,2017-02-02 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16191,18422,Clippers,Suns
118,2017-04-03 14:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Mavericks,Bucks
119,2017-03-02 20:00:00,TD Garden,"Boston, MA",18624,18624,Cavaliers,Celtics
120,2017-02-02 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Bulls,Thunder
121,2016-12-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19073,19911,Heat,Jazz
122,2017-02-02 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Hornets,Warriors
123,2016-12-02 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Rockets,Warriors
124,2017-03-02 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Pacers,Spurs
125,2017-04-03 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Celtics,Knicks
126,2017-04-03 17:00:00,Smoothie King Center,"New Orleans, LA",18306,17188,Bulls,Pelicans
127,2017-04-03 17:00:00,Air Canada Centre,"Toronto, ON",19800,19800,76ers,Raptors
128,2017-03-02 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19127,19911,Timberwolves,Jazz
129,2016-12-03 19:00:00,Wells Fargo Center,"Philadelphia, PA",13711,20318,Magic,76ers
130,2017-04-03 17:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Nuggets,Heat
131,2017-03-02 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Rockets,Clippers
132,2017-02-03 19:00:00,Verizon Center,"Washington, DC",16473,20173,Lakers,Wizards
133,2016-12-03 19:30:00,TD Garden,"Boston, MA",18624,18624,Kings,Celtics
134,2017-03-02 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nets,Kings
135,2017-02-03 20:00:00,Toyota Center,"Houston, TX",15602,18104,Hawks,Rockets
136,2017-01-04 21:00:00,Pepsi Center,"Denver, CO",11018,19155,Kings,Nuggets
137,2017-01-04 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16772,18422,Heat,Suns
138,2017-01-04 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Grizzlies,Lakers
139,2016-10-29 18:30:00,The Palace of Auburn Hills,"Detroit, MI",19122,22076,Magic,Pistons
140,2016-10-29 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Suns,Thunder
141,2016-10-29 19:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hornets,Heat
142,2016-10-29 19:30:00,American Airlines Center,"Dallas, TX",20163,19200,Rockets,Mavericks
143,2016-10-29 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Lakers,Jazz
144,2016-10-29 20:30:00,Smoothie King Center,"New Orleans, LA",18217,17188,Warriors,Pelicans
145,2017-02-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,76ers,Spurs
146,2017-04-03 17:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pacers,Cavaliers
147,2017-02-03 22:30:00,STAPLES Center,"Los Angeles, CA",19385,19060,Warriors,Clippers
148,2017-04-03 14:30:00,AT&T Center,"San Antonio, TX",18418,18581,Jazz,Spurs
149,2017-04-03 19:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Wizards,Warriors
150,2017-04-03 20:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17378,18422,Rockets,Suns
151,2016-10-30 11:30:00,Wells Fargo Center,"Philadelphia, PA",16312,20318,Hawks,76ers
152,2016-10-30 18:00:00,Spectrum Center,"Charlotte, NC",18708,19077,Celtics,Hornets
153,2016-10-30 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Grizzlies,Knicks
154,2016-10-30 18:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Magic,Cavaliers
155,2016-10-30 19:00:00,United Center,"Chicago, IL",21373,20917,Pacers,Bulls
156,2016-10-30 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12570,18717,Nets,Bucks
157,2016-10-30 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Pelicans,Spurs
158,2016-10-30 20:00:00,Pepsi Center,"Denver, CO",18055,19155,Blazers,Nuggets
159,2016-10-30 21:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Timberwolves,Kings
160,2016-10-31 15:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Jazz,Clippers
161,2016-10-31 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17011,18422,Warriors,Suns
162,2016-10-31 17:00:00,AmericanAirlines Arena,"Miami, FL",19678,19600,Spurs,Heat
163,2016-10-31 17:00:00,The Palace of Auburn Hills,"Detroit, MI",15161,22076,Bucks,Pistons
164,2016-10-31 19:00:00,FedExForum,"Memphis, TN",15573,18119,Wizards,Grizzlies
165,2016-10-31 18:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Lakers,Thunder
166,2016-10-31 19:00:00,Toyota Center,"Houston, TX",18055,18104,Mavericks,Rockets
167,2016-11-01 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Nuggets,Raptors
168,2016-11-01 18:30:00,Philips Arena,"Atlanta, GA",12501,18729,Kings,Hawks
169,2016-11-01 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Suns,Clippers
170,2016-11-02 18:00:00,Wells Fargo Center,"Philadelphia, PA",12529,20318,Magic,76ers
171,2016-11-02 17:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Rockets,Cavaliers
172,2016-11-02 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15348,18165,Lakers,Pacers
173,2016-11-02 18:30:00,AmericanAirlines Arena,"Miami, FL",19612,19600,Kings,Heat
174,2016-11-02 18:30:00,The Palace of Auburn Hills,"Detroit, MI",13087,22076,Knicks,Pistons
175,2016-11-02 19:00:00,Smoothie King Center,"New Orleans, LA",15515,17188,Bucks,Pelicans
176,2016-11-02 19:00:00,Target Center,"Minneapolis, MN",14774,19356,Grizzlies,Timberwolves
177,2016-11-02 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Jazz,Spurs
178,2016-11-02 21:00:00,Moda Center,"Portland, OR",19393,19441,Warriors,Trail
179,2016-11-03 18:00:00,Verizon Center,"Washington, DC",19581,20173,Raptors,Wizards
180,2016-11-03 18:00:00,Spectrum Center,"Charlotte, NC",15275,19077,76ers,Hornets
181,2016-11-03 18:30:00,Madison Square Garden,"New York, NY",19812,19763,Rockets,Knicks
182,2016-11-03 18:30:00,Philips Arena,"Atlanta, GA",13800,18729,Lakers,Hawks
183,2016-11-03 19:00:00,FedExForum,"Memphis, TN",15881,18119,Pelicans,Grizzlies
184,2016-11-03 19:00:00,TD Garden,"Boston, MA",18624,18624,Bulls,Celtics
185,2016-11-03 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19318,19911,Mavericks,Jazz
186,2016-11-03 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17284,18422,Blazers,Suns
187,2016-11-03 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Thunder,Clippers
188,2016-11-04 18:00:00,Amway Center,"Orlando, FL",17026,18500,Kings,Magic
189,2016-11-04 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",11374,18717,Pacers,Bucks
190,2016-11-04 19:00:00,Target Center,"Minneapolis, MN",11219,19356,Nuggets,Timberwolves
191,2016-11-04 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Celtics,Cavaliers
192,2016-11-04 21:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors
193,2016-11-05 18:00:00,Verizon Center,"Washington, DC",14663,20173,Hawks,Wizards
194,2016-11-05 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Heat,Raptors
195,2016-11-05 19:00:00,United Center,"Chicago, IL",22376,20917,Knicks,Bulls
196,2016-11-05 19:00:00,FedExForum,"Memphis, TN",17115,18119,Clippers,Grizzlies
197,2016-11-05 19:00:00,Smoothie King Center,"New Orleans, LA",15379,17188,Suns,Pelicans
198,2016-11-05 19:30:00,American Airlines Center,"Dallas, TX",19475,19200,Blazers,Mavericks
199,2016-11-05 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Spurs,Jazz
200,2016-11-05 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Warriors,Lakers
201,2016-11-06 17:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Timberwolves,Thunder
202,2016-11-06 18:00:00,Wells Fargo Center,"Philadelphia, PA",20497,20318,Cavaliers,76ers
203,2016-11-06 18:00:00,Amway Center,"Orlando, FL",18846,18500,Wizards,Magic
204,2016-11-06 18:00:00,The Palace of Auburn Hills,"Detroit, MI",16218,22076,Nuggets,Pistons
205,2016-11-06 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17020,18165,Bulls,Pacers
206,2016-11-06 18:30:00,Philips Arena,"Atlanta, GA",16895,18729,Rockets,Hawks
207,2016-11-06 19:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16021,18717,Kings,Bucks
208,2016-11-06 19:30:00,AT&T Center,"San Antonio, TX",18418,18581,Clippers,Spurs
209,2016-11-07 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Jazz,Knicks
210,2016-11-07 15:30:00,FedExForum,"Memphis, TN",16233,18119,Blazers,Grizzlies
211,2016-11-07 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Kings,Raptors
212,2016-11-07 19:00:00,American Airlines Center,"Dallas, TX",19345,19200,Bucks,Mavericks
213,2016-11-07 19:30:00,TD Garden,"Boston, MA",17452,18624,Nuggets,Celtics
214,2016-11-07 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Suns,Lakers
215,2016-11-08 19:00:00,Wells Fargo Center,"Philadelphia, PA",14168,20318,Jazz,76ers
216,2016-11-08 19:00:00,Verizon Center,"Washington, DC",13173,20173,Rockets,Wizards
217,2016-11-08 19:00:00,Spectrum Center,"Charlotte, NC",16880,19077,Pacers,Hornets
218,2016-11-08 20:00:00,United Center,"Chicago, IL",21320,20917,Magic,Bulls
219,2016-11-08 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Heat,Thunder
220,2016-11-08 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pistons,Clippers
221,2016-11-08 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pelicans,Warriors
222,2016-11-09 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hawks,Cavaliers
223,2016-11-09 20:00:00,FedExForum,"Memphis, TN",15109,18119,Nuggets,Grizzlies
224,2016-11-09 22:00:00,Moda Center,"Portland, OR",19239,19441,Suns,Trail
225,2016-11-09 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Mavericks,Lakers
226,2016-11-09 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pelicans,Kings
227,2016-11-10 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Nets,Knicks
228,2016-11-10 19:00:00,Verizon Center,"Washington, DC",12675,20173,Celtics,Wizards
229,2016-11-10 19:00:00,Spectrum Center,"Charlotte, NC",15712,19077,Jazz,Hornets
230,2016-11-10 19:00:00,Amway Center,"Orlando, FL",17102,18500,Timberwolves,Magic
231,2016-11-10 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15360,18165,76ers,Pacers
232,2016-11-10 19:30:00,Philips Arena,"Atlanta, GA",16354,18729,Bulls,Hawks
233,2016-11-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Raptors,Thunder
234,2016-11-10 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16719,18422,Pistons,Suns
235,2016-11-10 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Rockets,Spurs
236,2016-11-10 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers
237,2016-11-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Mavericks,Warriors
238,2016-11-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12159,18717,Pelicans,Bucks
239,2016-11-11 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bulls,Heat
240,2016-11-11 21:00:00,Pepsi Center,"Denver, CO",17569,19155,Warriors,Nuggets
241,2016-11-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Lakers,Kings
242,2016-11-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",17643,20318,Pacers,76ers
243,2016-11-12 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards
244,2016-11-12 19:00:00,Spectrum Center,"Charlotte, NC",18107,19077,Raptors,Hornets
245,2016-11-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Jazz,Magic
246,2016-11-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics
247,2016-11-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder
248,2016-11-12 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Pistons,Spurs
249,2016-11-12 22:00:00,Moda Center,"Portland, OR",19918,19441,Kings,Trail
250,2016-11-13 19:00:00,Smoothie King Center,"New Orleans, LA",17138,17188,Lakers,Pelicans
251,2016-11-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Celtics,Pacers
252,2016-11-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors
253,2016-11-13 19:30:00,Philips Arena,"Atlanta, GA",17399,18729,76ers,Hawks
254,2016-11-13 20:00:00,United Center,"Chicago, IL",21962,20917,Wizards,Bulls
255,2016-11-13 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets
256,2016-11-13 20:00:00,Target Center,"Minneapolis, MN",14494,19356,Clippers,Timberwolves
257,2016-11-13 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Jazz,Heat
258,2016-11-13 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",14327,18717,Grizzlies,Bucks
259,2016-11-13 21:00:00,Pepsi Center,"Denver, CO",13997,19155,Pistons,Nuggets
260,2016-11-13 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17126,18422,Nets,Suns
261,2016-11-14 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers
262,2016-11-14 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Magic,Thunder
263,2016-11-14 19:00:00,Target Center,"Minneapolis, MN",14432,19356,Lakers,Timberwolves
264,2016-11-14 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Suns,Warriors
265,2016-11-14 21:00:00,Moda Center,"Portland, OR",19362,19441,Nuggets,Trail
266,2016-11-15 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14825,18165,Magic,Pacers
267,2016-11-15 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Mavericks,Knicks
268,2016-11-15 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14172,22076,Thunder,Pistons
269,2016-11-15 20:00:00,Smoothie King Center,"New Orleans, LA",15001,17188,Celtics,Pelicans
270,2016-11-15 20:00:00,Toyota Center,"Houston, TX",13183,18104,76ers,Rockets
271,2016-11-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Heat,Spurs
272,2016-11-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18176,19911,Grizzlies,Jazz
273,2016-11-15 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nets,Clippers
274,2016-11-16 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers
275,2016-11-16 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hawks,Heat
276,2016-11-16 20:00:00,Target Center,"Minneapolis, MN",10349,19356,Hornets,Timberwolves
277,2016-11-16 22:00:00,Moda Center,"Portland, OR",19393,19441,Bulls,Trail
278,2016-11-16 22:30:00,STAPLES Center,"Los Angeles, CA",18426,19060,Nets,Lakers
