,Unnamed: 0,date,game_center,geo_location,attendance,capacity,home,guest,streak_home,streak_guest
738,738,2016-02-09 19:00:00,Spectrum Center,"Charlotte, NC",15886,19077,Hornets,Bulls,2,-3
739,739,2016-02-09 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Kings,2,-4
740,740,2016-02-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Lakers,2,-2
741,741,2016-02-09 19:00:00,Wells Fargo Center,"Philadelphia, PA",13310,20318,76ers,Clippers,-1,3
742,742,2016-02-09 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14103,22076,Pistons,Raptors,-2,3
743,743,2016-02-09 20:00:00,Philips Arena,"Atlanta, GA",13057,18729,Hawks,Magic,-2,2
744,744,2016-02-09 20:00:00,FedExForum,"Memphis, TN",15892,18119,Grizzlies,Blazers,-2,0
745,745,2016-02-09 20:00:00,Target Center,"Minneapolis, MN",11926,19356,Timberwolves,Pelicans,-1,1
746,746,2016-02-09 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16316,18422,Suns,Thunder,-8,1
747,747,2016-02-10 20:00:00,AmericanAirlines Arena,"Miami, FL",19723,19600,Heat,Spurs,-2,5
748,748,2016-02-10 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Wizards,-6,1
749,749,2016-02-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13215,18717,Bucks,Celtics,1,-1
750,750,2016-02-10 20:30:00,American Airlines Center,"Dallas, TX",19394,19200,Mavericks,Jazz,-1,7
751,751,2016-02-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Rockets,10,-2
752,752,2016-02-11 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15653,18165,Pacers,Hornets,-1,3
753,753,2016-02-11 19:00:00,Amway Center,"Orlando, FL",17467,18500,Magic,Spurs,-1,6
754,754,2016-02-11 19:00:00,Wells Fargo Center,"Philadelphia, PA",12501,20318,76ers,Kings,-2,1
755,755,2016-02-11 19:30:00,TD Garden,"Boston, MA",18186,18624,Celtics,Clippers,1,-1
756,756,2016-02-11 19:30:00,The Palace of Auburn Hills,"Detroit, MI",19971,22076,Pistons,Nuggets,-3,1
757,757,2016-02-11 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Lakers,3,-3
758,758,2016-02-11 20:00:00,United Center,"Chicago, IL",21709,20917,Bulls,Hawks,-4,1
759,759,2016-02-11 20:00:00,Target Center,"Minneapolis, MN",11171,19356,Timberwolves,Raptors,1,-1
760,760,2016-02-11 20:00:00,Smoothie King Center,"New Orleans, LA",15256,17188,Pelicans,Jazz,2,-1
761,761,2016-02-11 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Suns,Warriors,-9,11
762,762,2016-02-11 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Rockets,0,-3
763,763,2016-02-12 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14172,18717,Bucks,Wizards,2,-1
764,764,2016-02-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pelicans,2,-1
765,765,2016-02-19 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Bulls,4,-5
766,766,2016-02-19 22:30:00,STAPLES Center,"Los Angeles, CA",19410,19060,Clippers,Spurs,1,-1
767,767,2016-02-20 19:00:00,Amway Center,"Orlando, FL",17764,18500,Magic,Mavericks,1,-2
768,768,2016-02-20 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Pistons,2,-4
769,769,2016-02-20 20:00:00,Philips Arena,"Atlanta, GA",19043,18729,Hawks,Heat,-1,1
770,770,2016-02-20 20:00:00,United Center,"Chicago, IL",21849,20917,Bulls,Raptors,1,-2
771,771,2016-02-20 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Timberwolves,2,-1
772,772,2016-02-20 20:00:00,Smoothie King Center,"New Orleans, LA",16953,17188,Pelicans,76ers,1,-3
773,773,2016-02-20 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Pacers,-1,1
774,774,2016-02-20 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16370,18717,Bucks,Hornets,-1,4
775,775,2016-02-20 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17102,18422,Suns,Rockets,-10,1
776,776,2016-02-20 22:00:00,Moda Center,"Portland, OR",20100,19441,Trail,Warriors,0,-1
777,777,2016-02-20 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Nuggets,2,-1
778,778,2016-02-20 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Celtics,1,-1
779,779,2016-02-20 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Spurs,-4,1
780,780,2016-02-21 19:30:00,Philips Arena,"Atlanta, GA",18653,18729,Hawks,Bucks,-2,1
781,781,2016-02-21 19:30:00,AmericanAirlines Arena,"Miami, FL",19710,19600,Heat,Wizards,2,-1
782,782,2016-02-21 20:00:00,Target Center,"Minneapolis, MN",16663,19356,Timberwolves,Knicks,-2,1
783,783,2016-02-21 20:30:00,STAPLES Center,"Los Angeles, CA",19585,19060,Clippers,Warriors,-1,1
784,784,2016-02-22 15:30:00,The Palace of Auburn Hills,"Detroit, MI",17886,22076,Pistons,Pelicans,-5,2
785,785,2016-02-22 15:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Cavaliers,-2,5
786,786,2016-02-22 17:00:00,Pepsi Center,"Denver, CO",16065,19155,Nuggets,Celtics,-2,1
787,787,2016-02-22 17:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16224,18422,Suns,Spurs,-11,2
788,788,2016-02-22 18:00:00,Amway Center,"Orlando, FL",17242,18500,Magic,Pacers,-1,2
789,789,2016-02-22 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Grizzlies,1,-1
790,790,2016-02-22 19:00:00,American Airlines Center,"Dallas, TX",20194,19200,Mavericks,76ers,1,-4
791,791,2016-02-22 20:00:00,United Center,"Chicago, IL",23143,20917,Bulls,Lakers,2,-5
792,792,2016-02-22 21:00:00,Moda Center,"Portland, OR",19470,19441,Trail,Jazz,0,-1
793,793,2016-02-23 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pistons,-1,1
794,794,2016-02-23 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Pacers,3,-1
795,795,2016-02-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Raptors,-1,2
796,796,2016-02-23 20:00:00,Philips Arena,"Atlanta, GA",19330,18729,Hawks,Warriors,-3,2
797,797,2016-02-23 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Bucks,Lakers,2,-6
798,798,2016-02-23 20:00:00,Target Center,"Minneapolis, MN",11639,19356,Timberwolves,Celtics,1,-1
799,799,2016-02-23 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Suns,1,-12
800,800,2016-02-24 19:00:00,Wells Fargo Center,"Philadelphia, PA",13745,20318,76ers,Magic,-5,1
801,801,2016-02-24 19:00:00,Verizon Center,"Washington, DC",15743,20173,Wizards,Pelicans,1,-1
802,802,2016-02-24 21:00:00,Pepsi Center,"Denver, CO",15721,19155,Nuggets,Kings,-3,3
803,803,2016-02-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18132,19911,Jazz,Rockets,1,-1
804,804,2016-02-24 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Nets,0,-2
805,805,2016-02-25 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Hornets,1,-1
806,806,2016-02-25 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16018,18165,Pacers,Knicks,1,-2
807,807,2016-02-25 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13429,22076,Pistons,76ers,2,-6
808,808,2016-02-25 19:30:00,AmericanAirlines Arena,"Miami, FL",19899,19600,Heat,Warriors,-1,3
809,809,2016-02-25 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Timberwolves,3,-1
810,810,2016-02-25 20:00:00,United Center,"Chicago, IL",21560,20917,Bulls,Wizards,3,-1
811,811,2016-02-25 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Lakers,1,-7
812,812,2016-02-25 20:30:00,American Airlines Center,"Dallas, TX",19805,19200,Mavericks,Thunder,-1,1
813,813,2016-02-25 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Nuggets,-1,1
814,814,2016-02-25 22:30:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Spurs,-1,3
815,815,2016-02-26 19:00:00,Amway Center,"Orlando, FL",19189,18500,Magic,Warriors,-1,4
816,816,2016-02-26 19:30:00,TD Garden,"Boston, MA",18157,18624,Celtics,Bucks,1,-1
817,817,2016-02-26 20:00:00,Smoothie King Center,"New Orleans, LA",16974,17188,Pelicans,Thunder,1,-1
818,818,2016-02-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16145,18422,Suns,Nets,-13,1
819,819,2016-02-26 22:30:00,Moda Center,"Portland, OR",19393,19441,Trail,Rockets,0,1
820,820,2016-02-26 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Spurs,-1,4
821,821,2016-02-27 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",18165,18165,Pacers,Hornets,-1,1
822,822,2016-02-27 19:00:00,Wells Fargo Center,"Philadelphia, PA",16511,20318,76ers,Wizards,-7,1
823,823,2016-02-27 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Magic,1,-2
824,824,2016-02-27 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Cavaliers,4,-1
825,825,2016-02-27 20:00:00,Philips Arena,"Atlanta, GA",18123,18729,Hawks,Bulls,1,-1
826,826,2016-02-27 20:30:00,American Airlines Center,"Dallas, TX",20298,19200,Mavericks,Nuggets,1,-1
827,827,2016-02-27 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Clippers,-2,1
828,828,2016-02-27 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Grizzlies,-8,2
829,829,2016-02-28 15:00:00,TD Garden,"Boston, MA",18624,18624,Celtics,Heat,2,-2
830,830,2016-02-28 19:00:00,Smoothie King Center,"New Orleans, LA",17338,17188,Pelicans,Timberwolves,-1,1
831,831,2016-02-28 20:00:00,United Center,"Chicago, IL",21962,20917,Bulls,Blazers,-2,0
832,832,2016-02-28 20:00:00,Toyota Center,"Houston, TX",18240,18104,Rockets,Spurs,-1,5
833,833,2016-02-28 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",17165,18717,Bucks,Pistons,-2,3
834,834,2016-02-28 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Warriors,-2,5
835,835,2016-02-28 21:30:00,Talking Stick Resort Arena,"Phoenix, AZ",17101,18422,Suns,Grizzlies,1,-1
836,836,2016-02-28 21:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",18863,19911,Jazz,Nets,-2,2
837,837,2016-02-29 13:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Cavaliers,2,-2
838,838,2016-02-29 15:30:00,Philips Arena,"Atlanta, GA",17156,18729,Hawks,Hornets,2,-1
839,839,2016-02-29 18:00:00,The Palace of Auburn Hills,"Detroit, MI",17201,22076,Pistons,Raptors,4,-1
840,840,2016-02-29 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16662,18165,Pacers,Blazers,-2,0
841,841,2016-02-29 18:00:00,Amway Center,"Orlando, FL",16168,18500,Magic,76ers,1,-8
842,842,2016-02-29 19:00:00,American Airlines Center,"Dallas, TX",20289,19200,Mavericks,Timberwolves,2,-1
843,843,2016-02-29 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Heat,-1,1
844,844,2016-03-01 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Pacers,1,-3
845,845,2016-03-01 19:00:00,Verizon Center,"Washington, DC",15096,20173,Wizards,76ers,3,-9
846,846,2016-03-01 19:30:00,TD Garden,"Boston, MA",17680,18624,Celtics,Jazz,3,-3
847,847,2016-03-01 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13214,18717,Bucks,Rockets,1,-2
848,848,2016-03-01 21:00:00,Pepsi Center,"Denver, CO",10324,19155,Nuggets,Grizzlies,-2,1
849,849,2016-03-01 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Thunder,-3,1
850,850,2016-03-01 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Clippers,Nets,2,-1
851,851,2016-03-02 19:00:00,Spectrum Center,"Charlotte, NC",16849,19077,Hornets,Suns,1,-1
852,852,2016-03-02 19:30:00,AmericanAirlines Arena,"Miami, FL",19654,19600,Heat,Bulls,2,-3
853,853,2016-03-02 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Blazers,-2,0
854,854,2016-03-02 20:30:00,American Airlines Center,"Dallas, TX",19546,19200,Mavericks,Magic,3,-1
855,855,2016-03-02 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Hawks,6,-1
856,856,2016-03-02 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Nets,1,-2
857,857,2016-03-03 19:00:00,Amway Center,"Orlando, FL",16072,18500,Magic,Bulls,1,-4
858,858,2016-03-03 19:00:00,Wells Fargo Center,"Philadelphia, PA",11143,20318,76ers,Hornets,-10,2
859,859,2016-03-03 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Blazers,4,0
860,860,2016-03-03 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Jazz,1,-4
861,861,2016-03-03 20:00:00,Toyota Center,"Houston, TX",18226,18104,Rockets,Pelicans,1,-2
862,862,2016-03-03 20:00:00,FedExForum,"Memphis, TN",15310,18119,Grizzlies,Kings,2,-4
863,863,2016-03-03 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14263,18717,Bucks,Pacers,-1,1
864,864,2016-03-03 20:00:00,Target Center,"Minneapolis, MN",11307,19356,Timberwolves,Wizards,-2,4
865,865,2016-03-03 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Pistons,6,-1
866,866,2016-03-03 21:00:00,Pepsi Center,"Denver, CO",20096,19155,Nuggets,Lakers,1,-1
867,867,2016-03-03 22:30:00,STAPLES Center,"Los Angeles, CA",19304,19060,Clippers,Thunder,3,-1
868,868,2016-03-04 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Heat,Suns,3,-2
869,869,2016-03-04 20:00:00,Smoothie King Center,"New Orleans, LA",17781,17188,Pelicans,Spurs,-3,7
870,870,2016-03-04 20:30:00,American Airlines Center,"Dallas, TX",19910,19200,Mavericks,Kings,-1,1
871,871,2016-03-04 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Thunder,7,-2
872,872,2016-03-05 19:00:00,Spectrum Center,"Charlotte, NC",19099,19077,Hornets,Pacers,3,-1
873,873,2016-03-05 19:00:00,Amway Center,"Orlando, FL",17546,18500,Magic,Suns,-1,1
874,874,2016-03-05 19:00:00,Wells Fargo Center,"Philadelphia, PA",17610,20318,76ers,Heat,-11,4
875,875,2016-03-05 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Knicks,5,-3
876,876,2016-03-05 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Blazers,2,0
877,877,2016-03-05 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Wizards,2,-1
878,878,2016-03-05 20:00:00,FedExForum,"Memphis, TN",17188,18119,Grizzlies,Jazz,3,-5
879,879,2016-03-05 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16366,18717,Bucks,Timberwolves,1,-3
880,880,2016-03-05 21:00:00,Pepsi Center,"Denver, CO",14163,19155,Nuggets,Nets,-1,1
881,881,2016-03-05 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Hawks,-2,1
882,882,2016-03-06 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Celtics,3,-1
883,883,2016-03-06 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Knicks,Pistons,1,-2
884,884,2016-03-06 19:00:00,Verizon Center,"Washington, DC",20356,20173,Wizards,Pacers,-2,1
885,885,2016-03-06 19:00:00,Smoothie King Center,"New Orleans, LA",16680,17188,Pelicans,Jazz,-4,1
886,886,2016-03-06 20:00:00,Target Center,"Minneapolis, MN",15987,19356,Timberwolves,Nets,1,-1
887,887,2016-03-06 20:30:00,United Center,"Chicago, IL",22203,20917,Bulls,Rockets,1,-1
888,888,2016-03-06 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Kings,8,-1
889,889,2016-03-06 22:30:00,STAPLES Center,"Los Angeles, CA",19236,19060,Clippers,Hawks,-1,2
890,890,2016-03-07 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16565,18717,Bucks,Thunder,-1,1
891,891,2016-03-07 15:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Warriors,1,-1
892,892,2016-03-07 16:00:00,FedExForum,"Memphis, TN",17291,18119,Grizzlies,Suns,-1,2
893,893,2016-03-07 17:00:00,Pepsi Center,"Denver, CO",14802,19155,Nuggets,Mavericks,1,-2
894,894,2016-03-07 18:00:00,The Palace of Auburn Hills,"Detroit, MI",18386,22076,Pistons,Blazers,1,0
895,895,2016-03-07 18:00:00,AmericanAirlines Arena,"Miami, FL",19820,19600,Heat,76ers,5,-12
896,896,2016-03-07 18:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Rockets,-1,1
897,897,2016-03-08 19:00:00,Spectrum Center,"Charlotte, NC",15912,19077,Hornets,Timberwolves,4,-1
898,898,2016-03-08 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Cavaliers,Grizzlies,-1,1
899,899,2016-03-08 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16742,18165,Pacers,Spurs,2,-1
900,900,2016-03-08 20:00:00,United Center,"Chicago, IL",21672,20917,Bulls,Bucks,2,-2
901,901,2016-03-08 20:00:00,Smoothie King Center,"New Orleans, LA",16403,17188,Pelicans,Kings,1,-2
902,902,2016-03-08 20:30:00,American Airlines Center,"Dallas, TX",20002,19200,Mavericks,Clippers,-3,1
903,903,2016-03-08 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Magic,1,-2
904,904,2016-03-09 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Nets,1,-2
905,905,2016-03-09 20:00:00,Target Center,"Minneapolis, MN",14093,19356,Timberwolves,Spurs,-2,1
906,906,2016-03-09 21:00:00,Pepsi Center,"Denver, CO",13305,19155,Nuggets,Knicks,2,-1
907,907,2016-03-09 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19282,19911,Jazz,Hawks,-1,3
908,908,2016-03-09 22:00:00,Moda Center,"Portland, OR",19393,19441,Trail,Wizards,0,-3
909,909,2016-03-09 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Magic,2,-3
910,910,2016-03-10 19:00:00,Spectrum Center,"Charlotte, NC",16335,19077,Hornets,Pelicans,5,-1
911,911,2016-03-10 19:00:00,Wells Fargo Center,"Philadelphia, PA",15237,20318,76ers,Rockets,-13,2
912,912,2016-03-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15005,18717,Bucks,Heat,1,-1
913,913,2016-03-10 19:00:00,TD Garden,"Boston, MA",17790,18624,Celtics,Grizzlies,1,-1
914,914,2016-03-10 20:30:00,American Airlines Center,"Dallas, TX",20249,19200,Mavericks,Pistons,-4,2
915,915,2016-03-10 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Clippers,2,-1
916,916,2016-03-10 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17105,18422,Suns,Knicks,-1,1
917,917,2016-03-10 22:00:00,Sleep Train Arena,"Sacramento, CA",17317,17317,Kings,Cavaliers,-3,1
918,918,2016-03-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Jazz,2,-2
919,919,2016-03-11 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Hawks,2,-1
920,920,2016-03-11 20:00:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Bulls,2,-1
921,921,2016-03-11 21:00:00,Pepsi Center,"Denver, CO",11582,19155,Nuggets,Suns,3,-2
922,922,2016-03-11 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Cavaliers,-1,2
923,923,2016-03-12 19:00:00,Spectrum Center,"Charlotte, NC",18189,19077,Hornets,Pistons,6,-1
924,924,2016-03-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",14128,20318,76ers,Nets,1,-3
925,925,2016-03-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Celtics,Rockets,-1,3
926,926,2016-03-12 20:00:00,United Center,"Chicago, IL",22067,20917,Bulls,Heat,-2,1
927,927,2016-03-12 20:00:00,FedExForum,"Memphis, TN",18119,18119,Grizzlies,Pelicans,1,-2
928,928,2016-03-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Thunder,Timberwolves,-1,1
929,929,2016-03-12 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Jazz,Wizards,1,-4
930,930,2016-03-12 22:00:00,Sleep Train Arena,"Sacramento, CA",17081,17317,Kings,Magic,-4,1
931,931,2016-03-12 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Blazers,3,0
932,932,2016-03-12 22:30:00,STAPLES Center,"Los Angeles, CA",19175,19060,Clippers,Knicks,1,-1
933,933,2016-03-13 14:00:00,American Airlines Center,"Dallas, TX",20459,19200,Mavericks,Pacers,-5,3
934,934,2016-03-13 19:30:00,Philips Arena,"Atlanta, GA",17515,18729,Hawks,Grizzlies,1,-1
935,935,2016-03-13 19:00:00,Spectrum Center,"Charlotte, NC",19303,19077,Hornets,Rockets,7,-1
936,936,2016-03-13 19:00:00,Wells Fargo Center,"Philadelphia, PA",16087,20318,76ers,Pistons,-1,1
937,937,2016-03-13 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Raptors,Heat,3,-1
938,938,2016-03-13 19:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16518,18717,Bucks,Pelicans,2,-3
939,939,2016-03-13 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Spurs,Thunder,3,-2
940,940,2016-03-13 21:30:00,Pepsi Center,"Denver, CO",13213,19155,Nuggets,Wizards,4,-5
941,941,2016-03-13 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Warriors,Suns,4,-3
942,942,2016-03-13 22:30:00,Moda Center,"Portland, OR",19452,19441,Trail,Magic,0,-1
943,943,2016-03-14 14:30:00,STAPLES Center,"Los Angeles, CA",19342,19060,Clippers,Cavaliers,-1,3
944,944,2016-03-14 17:00:00,Philips Arena,"Atlanta, GA",17066,18729,Hawks,Pacers,2,-1
945,945,2016-03-14 17:00:00,Sleep Train Arena,"Sacramento, CA",17023,17317,Kings,Jazz,-5,2
946,946,2016-03-14 20:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Lakers,Knicks,-2,1
947,947,2016-03-15 18:00:00,Spectrum Center,"Charlotte, NC",15686,19077,Hornets,Mavericks,-1,1
