,date,game_center,geo_location,attendance,capacity,home,guest,mon,day,time,dow,night
231,2016-11-10 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15360,18165,76ers,Pacers,11,10,19,3,1
232,2016-11-10 19:30:00,Philips Arena,"Atlanta, GA",16354,18729,Bulls,Hawks,11,10,19,3,1
233,2016-11-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Raptors,Thunder,11,10,20,3,1
234,2016-11-10 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16719,18422,Pistons,Suns,11,10,21,3,1
235,2016-11-10 21:30:00,AT&T Center,"San Antonio, TX",18418,18581,Rockets,Spurs,11,10,21,3,1
236,2016-11-10 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Blazers,Clippers,11,10,22,3,1
237,2016-11-10 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Mavericks,Warriors,11,10,22,3,1
238,2016-11-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12159,18717,Pelicans,Bucks,11,11,20,4,1
239,2016-11-11 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bulls,Heat,11,11,20,4,1
240,2016-11-11 21:00:00,Pepsi Center,"Denver, CO",17569,19155,Warriors,Nuggets,11,11,21,4,1
241,2016-11-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Lakers,Kings,11,11,22,4,1
242,2016-11-12 19:00:00,Wells Fargo Center,"Philadelphia, PA",17643,20318,Pacers,76ers,11,12,19,5,1
243,2016-11-12 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards,11,12,19,5,1
244,2016-11-12 19:00:00,Spectrum Center,"Charlotte, NC",18107,19077,Raptors,Hornets,11,12,19,5,1
245,2016-11-12 19:00:00,Amway Center,"Orlando, FL",18846,18500,Jazz,Magic,11,12,19,5,1
246,2016-11-12 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics,11,12,19,5,1
247,2016-11-12 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Clippers,Thunder,11,12,20,5,1
248,2016-11-12 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Pistons,Spurs,11,12,20,5,1
249,2016-11-12 22:00:00,Moda Center,"Portland, OR",19918,19441,Kings,Trail,11,12,22,5,1
250,2016-11-13 19:00:00,Smoothie King Center,"New Orleans, LA",17138,17188,Lakers,Pelicans,11,13,19,6,1
251,2016-11-13 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Celtics,Pacers,11,13,19,6,1
252,2016-11-13 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Knicks,Raptors,11,13,19,6,1
253,2016-11-13 19:30:00,Philips Arena,"Atlanta, GA",17399,18729,76ers,Hawks,11,13,19,6,1
254,2016-11-13 20:00:00,United Center,"Chicago, IL",21962,20917,Wizards,Bulls,11,13,20,6,1
255,2016-11-13 20:00:00,Toyota Center,"Houston, TX",18055,18104,Spurs,Rockets,11,13,20,6,1
256,2016-11-13 20:00:00,Target Center,"Minneapolis, MN",14494,19356,Clippers,Timberwolves,11,13,20,6,1
257,2016-11-13 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Jazz,Heat,11,13,20,6,1
258,2016-11-13 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",14327,18717,Grizzlies,Bucks,11,13,20,6,1
259,2016-11-13 21:00:00,Pepsi Center,"Denver, CO",13997,19155,Pistons,Nuggets,11,13,21,6,1
260,2016-11-13 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17126,18422,Nets,Suns,11,13,21,6,1
261,2016-11-14 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers,11,14,15,0,0
262,2016-11-14 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Magic,Thunder,11,14,19,0,1
263,2016-11-14 19:00:00,Target Center,"Minneapolis, MN",14432,19356,Lakers,Timberwolves,11,14,19,0,1
264,2016-11-14 20:00:00,ORACLE Arena,"Oakland, CA",19596,19596,Suns,Warriors,11,14,20,0,1
265,2016-11-14 21:00:00,Moda Center,"Portland, OR",19362,19441,Nuggets,Trail,11,14,21,0,1
266,2016-11-15 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",14825,18165,Magic,Pacers,11,15,19,1,1
267,2016-11-15 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Mavericks,Knicks,11,15,19,1,1
268,2016-11-15 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14172,22076,Thunder,Pistons,11,15,19,1,1
269,2016-11-15 20:00:00,Smoothie King Center,"New Orleans, LA",15001,17188,Celtics,Pelicans,11,15,20,1,1
270,2016-11-15 20:00:00,Toyota Center,"Houston, TX",13183,18104,76ers,Rockets,11,15,20,1,1
271,2016-11-15 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Heat,Spurs,11,15,20,1,1
272,2016-11-15 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18176,19911,Grizzlies,Jazz,11,15,21,1,1
273,2016-11-15 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Nets,Clippers,11,15,22,1,1
274,2016-11-16 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Raptors,Cavaliers,11,16,19,2,1
275,2016-11-16 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Hawks,Heat,11,16,19,2,1
276,2016-11-16 20:00:00,Target Center,"Minneapolis, MN",10349,19356,Hornets,Timberwolves,11,16,20,2,1
277,2016-11-16 22:00:00,Moda Center,"Portland, OR",19393,19441,Bulls,Trail,11,16,22,2,1
278,2016-11-16 22:30:00,STAPLES Center,"Los Angeles, CA",18426,19060,Nets,Lakers,11,16,22,2,1
279,2016-11-17 19:00:00,Wells Fargo Center,"Philadelphia, PA",14863,20318,Wizards,76ers,11,17,19,3,1
280,2016-11-17 19:00:00,Amway Center,"Orlando, FL",16127,18500,Pelicans,Magic,11,17,19,3,1
281,2016-11-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17022,18165,Cavaliers,Pacers,11,17,19,3,1
282,2016-11-17 19:30:00,TD Garden,"Boston, MA",18624,18624,Mavericks,Celtics,11,17,19,3,1
283,2016-11-17 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Pistons,Knicks,11,17,19,3,1
284,2016-11-17 19:30:00,Philips Arena,"Atlanta, GA",14656,18729,Bucks,Hawks,11,17,19,3,1
285,2016-11-17 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder,11,17,20,3,1
286,2016-11-17 20:00:00,Air Canada Centre,"Toronto, ON",21050,19800,Warriors,Raptors,11,17,20,3,1
287,2016-11-17 21:00:00,Pepsi Center,"Denver, CO",10247,19155,Suns,Nuggets,11,17,21,3,1
288,2016-11-17 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Grizzlies,Clippers,11,17,22,3,1
289,2016-11-17 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Spurs,Kings,11,17,22,3,1
290,2016-11-18 19:00:00,Verizon Center,"Washington, DC",16704,20173,Knicks,Wizards,11,18,19,4,1
291,2016-11-18 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat,11,18,19,4,1
292,2016-11-18 20:00:00,Toyota Center,"Houston, TX",15550,18104,Blazers,Rockets,11,18,20,4,1
293,2016-11-18 20:00:00,Target Center,"Minneapolis, MN",16866,19356,76ers,Timberwolves,11,18,20,4,1
294,2016-11-18 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Bulls,Jazz,11,18,22,4,1
295,2016-11-19 19:00:00,Spectrum Center,"Charlotte, NC",17989,19077,Hawks,Hornets,11,19,19,5,1
296,2016-11-19 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pistons,Cavaliers,11,19,19,5,1
297,2016-11-19 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16780,18165,Suns,Pacers,11,19,19,5,1
298,2016-11-19 20:00:00,Smoothie King Center,"New Orleans, LA",15552,17188,Blazers,Pelicans,11,19,20,5,1
299,2016-11-19 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Nets,Thunder,11,19,20,5,1
300,2016-11-19 20:00:00,TD Garden,"Boston, MA",18624,18624,Warriors,Celtics,11,19,20,5,1
301,2016-11-19 20:30:00,American Airlines Center,"Dallas, TX",19715,19200,Grizzlies,Mavericks,11,19,20,5,1
302,2016-11-19 21:00:00,Pepsi Center,"Denver, CO",12476,19155,Raptors,Nuggets,11,19,21,5,1
303,2016-11-19 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Spurs,Lakers,11,19,22,5,1
304,2016-11-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Clippers,Kings,11,19,22,5,1
305,2016-11-20 17:00:00,Toyota Center,"Houston, TX",14760,18104,Jazz,Rockets,11,20,17,6,0
306,2016-11-20 19:00:00,Smoothie King Center,"New Orleans, LA",15739,17188,Hornets,Pelicans,11,20,19,6,1
307,2016-11-20 19:00:00,Verizon Center,"Washington, DC",15848,20173,Heat,Wizards,11,20,19,6,1
308,2016-11-20 19:00:00,Amway Center,"Orlando, FL",18846,18500,Mavericks,Magic,11,20,19,6,1
309,2016-11-20 19:00:00,The Palace of Auburn Hills,"Detroit, MI",16107,22076,Celtics,Pistons,11,20,19,6,1
310,2016-11-20 19:30:00,Wells Fargo Center,"Philadelphia, PA",18125,20318,Suns,76ers,11,20,19,6,1
311,2016-11-20 20:00:00,FedExForum,"Memphis, TN",17112,18119,Timberwolves,Grizzlies,11,20,20,6,1
312,2016-11-20 20:30:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Warriors,Bucks,11,20,20,6,1
313,2016-11-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Bulls,Clippers,11,20,22,6,1
314,2016-11-21 12:00:00,Madison Square Garden,"New York, NY",19812,19763,Hawks,Knicks,11,21,12,0,0
315,2016-11-21 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pacers,Thunder,11,21,19,0,1
316,2016-11-21 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Raptors,Kings,11,21,21,0,1
317,2016-11-21 21:00:00,Pepsi Center,"Denver, CO",12565,19155,Jazz,Nuggets,11,21,21,0,1
318,2016-11-21 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Bulls,Lakers,11,21,21,0,1
319,2016-11-22 19:00:00,Wells Fargo Center,"Philadelphia, PA",16477,20318,Heat,76ers,11,22,19,1,1
320,2016-11-22 19:00:00,Verizon Center,"Washington, DC",12790,20173,Suns,Wizards,11,22,19,1,1
321,2016-11-22 19:00:00,Spectrum Center,"Charlotte, NC",14181,19077,Grizzlies,Hornets,11,22,19,1,1
322,2016-11-22 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Warriors,Pacers,11,22,19,1,1
323,2016-11-22 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13632,22076,Rockets,Pistons,11,22,19,1,1
324,2016-11-22 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",12306,18717,Magic,Bucks,11,22,20,1,1
325,2016-11-22 20:00:00,Target Center,"Minneapolis, MN",13167,19356,Celtics,Timberwolves,11,22,20,1,1
326,2016-11-22 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs,11,22,20,1,1
327,2016-11-22 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Raptors,Clippers,11,22,22,1,1
328,2016-11-23 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Blazers,Knicks,11,23,19,2,1
329,2016-11-23 19:30:00,Philips Arena,"Atlanta, GA",19120,18729,Pelicans,Hawks,11,23,19,2,1
330,2016-11-23 21:00:00,Pepsi Center,"Denver, CO",14328,19155,Bulls,Nuggets,11,23,21,2,1
331,2016-11-23 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Thunder,Lakers,11,23,22,2,1
332,2016-11-24 19:00:00,Wells Fargo Center,"Philadelphia, PA",15880,20318,Grizzlies,76ers,11,24,19,3,1
333,2016-11-24 19:00:00,Spectrum Center,"Charlotte, NC",18515,19077,Spurs,Hornets,11,24,19,3,1
334,2016-11-24 19:00:00,Amway Center,"Orlando, FL",17069,18500,Suns,Magic,11,24,19,3,1
335,2016-11-24 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Blazers,Cavaliers,11,24,19,3,1
336,2016-11-24 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16032,18165,Hawks,Pacers,11,24,19,3,1
337,2016-11-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14520,22076,Heat,Pistons,11,24,19,3,1
338,2016-11-24 20:00:00,Toyota Center,"Houston, TX",18055,18104,Raptors,Rockets,11,24,20,3,1
339,2016-11-24 20:30:00,American Airlines Center,"Dallas, TX",20042,19200,Clippers,Mavericks,11,24,20,3,1
340,2016-11-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19229,19911,Nuggets,Jazz,11,24,21,3,1
341,2016-11-24 21:30:00,Smoothie King Center,"New Orleans, LA",15555,17188,Timberwolves,Pelicans,11,24,21,3,1
342,2016-11-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Lakers,Warriors,11,24,22,3,1
343,2016-11-24 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Thunder,Kings,11,24,22,3,1
344,2016-11-26 13:00:00,TD Garden,"Boston, MA",18624,18624,Spurs,Celtics,11,26,13,5,0
345,2016-11-26 19:00:00,Amway Center,"Orlando, FL",17103,18500,Wizards,Magic,11,26,19,5,1
346,2016-11-26 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Mavericks,Cavaliers,11,26,19,5,1
347,2016-11-26 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks,11,26,19,5,1
348,2016-11-26 19:30:00,Wells Fargo Center,"Philadelphia, PA",18234,20318,Bulls,76ers,11,26,19,5,1
349,2016-11-26 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17023,22076,Clippers,Pistons,11,26,19,5,1
350,2016-11-26 20:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hawks,Jazz,11,26,20,5,1
351,2016-11-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16223,18717,Raptors,Bucks,11,26,20,5,1
352,2016-11-26 20:00:00,FedExForum,"Memphis, TN",17222,18119,Heat,Grizzlies,11,26,20,5,1
353,2016-11-26 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16083,18165,Nets,Pacers,11,26,20,5,1
354,2016-11-26 21:00:00,Pepsi Center,"Denver, CO",14327,19155,Thunder,Nuggets,11,26,21,5,1
355,2016-11-26 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16728,18422,Timberwolves,Suns,11,26,21,5,1
356,2016-11-26 22:00:00,Moda Center,"Portland, OR",19393,19441,Pelicans,Trail,11,26,22,5,1
357,2016-11-26 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Warriors,Lakers,11,26,22,5,1
358,2016-11-26 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Rockets,Kings,11,26,22,5,1
359,2016-11-27 19:00:00,Verizon Center,"Washington, DC",17066,20173,Spurs,Wizards,11,27,19,6,1
360,2016-11-27 19:00:00,Spectrum Center,"Charlotte, NC",19195,19077,Knicks,Hornets,11,27,19,6,1
361,2016-11-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pistons,Thunder,11,27,20,6,1
362,2016-11-27 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Grizzlies,Heat,11,27,20,6,1
363,2016-11-27 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Timberwolves,Warriors,11,27,22,6,1
364,2016-11-28 13:00:00,Wells Fargo Center,"Philadelphia, PA",19311,20318,Cavaliers,76ers,11,28,13,0,0
365,2016-11-28 15:30:00,Talking Stick Resort Arena,"Phoenix, AZ",15365,18422,Nuggets,Suns,11,28,15,0,0
366,2016-11-28 18:00:00,Amway Center,"Orlando, FL",16521,18500,Bucks,Magic,11,28,18,0,0
367,2016-11-28 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15572,18165,Clippers,Pacers,11,28,18,0,0
368,2016-11-28 19:00:00,American Airlines Center,"Dallas, TX",19302,19200,Pelicans,Mavericks,11,28,19,0,1
369,2016-11-28 21:00:00,Moda Center,"Portland, OR",19393,19441,Rockets,Trail,11,28,21,0,1
370,2016-11-28 21:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Hawks,Lakers,11,28,21,0,1
371,2016-11-29 19:00:00,Verizon Center,"Washington, DC",12571,20173,Kings,Wizards,11,29,19,1,1
372,2016-11-29 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,76ers,Raptors,11,29,19,1,1
373,2016-11-29 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Thunder,Knicks,11,29,19,1,1
374,2016-11-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Celtics,Heat,11,29,19,1,1
375,2016-11-29 20:00:00,FedExForum,"Memphis, TN",13143,18119,Hornets,Grizzlies,11,29,20,1,1
376,2016-11-29 20:00:00,Target Center,"Minneapolis, MN",9384,19356,Jazz,Timberwolves,11,29,20,1,1
377,2016-11-29 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Hawks,Warriors,11,29,22,1,1
378,2016-11-30 19:00:00,Spectrum Center,"Charlotte, NC",14266,19077,Pistons,Hornets,11,30,19,2,1
379,2016-11-30 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16559,18717,Cavaliers,Bucks,11,30,20,2,1
380,2016-11-30 20:00:00,Smoothie King Center,"New Orleans, LA",14024,17188,Lakers,Pelicans,11,30,20,2,1
381,2016-11-30 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Magic,Spurs,11,30,20,2,1
382,2016-11-30 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Rockets,Jazz,11,30,21,2,1
383,2016-12-01 19:30:00,TD Garden,"Boston, MA",17338,18624,Pistons,Celtics,12,1,19,3,1
384,2016-12-01 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Grizzlies,Raptors,12,1,19,3,1
385,2016-12-01 20:00:00,United Center,"Chicago, IL",21773,20917,Lakers,Bulls,12,1,20,3,1
386,2016-12-01 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Wizards,Thunder,12,1,20,3,1
387,2016-12-01 20:00:00,Target Center,"Minneapolis, MN",13987,19356,Knicks,Timberwolves,12,1,20,3,1
388,2016-12-01 20:30:00,American Airlines Center,"Dallas, TX",19245,19200,Spurs,Mavericks,12,1,20,3,1
389,2016-12-01 21:00:00,Pepsi Center,"Denver, CO",11471,19155,Heat,Nuggets,12,1,21,3,1
390,2016-12-01 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",15909,18422,Hawks,Suns,12,1,21,3,1
391,2016-12-01 22:00:00,Moda Center,"Portland, OR",19107,19441,Pacers,Trail,12,1,22,3,1
392,2016-12-03 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Lakers,Raptors,12,3,19,5,1
393,2016-12-03 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Timberwolves,Knicks,12,3,19,5,1
394,2016-12-03 20:00:00,United Center,"Chicago, IL",21775,20917,Cavaliers,Bulls,12,3,20,5,1
395,2016-12-03 20:00:00,Smoothie King Center,"New Orleans, LA",16538,17188,Clippers,Pelicans,12,3,20,5,1
396,2016-12-03 20:00:00,Philips Arena,"Atlanta, GA",15500,18729,Pistons,Hawks,12,3,20,5,1
397,2016-12-03 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Wizards,Spurs,12,3,20,5,1
398,2016-12-03 22:30:00,Pepsi Center,"Denver, CO",15549,19155,Rockets,Nuggets,12,3,22,5,1
399,2016-12-04 17:00:00,BMO Harris Bradley Center,"Milwaukee, WI",15565,18717,Nets,Bucks,12,4,17,6,0
400,2016-12-04 19:00:00,Spectrum Center,"Charlotte, NC",16982,19077,Timberwolves,Hornets,12,4,19,6,1
401,2016-12-04 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hawks,Raptors,12,4,19,6,1
402,2016-12-04 19:30:00,Wells Fargo Center,"Philadelphia, PA",17063,20318,Celtics,76ers,12,4,19,6,1
403,2016-12-04 20:00:00,FedExForum,"Memphis, TN",17017,18119,Lakers,Grizzlies,12,4,20,6,1
404,2016-12-04 20:30:00,American Airlines Center,"Dallas, TX",19857,19200,Bulls,Mavericks,12,4,20,6,1
405,2016-12-04 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Nuggets,Jazz,12,4,21,6,1
406,2016-12-04 22:00:00,Moda Center,"Portland, OR",19393,19441,Heat,Trail,12,4,22,6,1
407,2016-12-05 18:00:00,The Palace of Auburn Hills,"Detroit, MI",15206,22076,Magic,Pistons,12,5,18,0,0
408,2016-12-05 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pelicans,Thunder,12,5,19,0,1
409,2016-12-05 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Kings,Knicks,12,5,19,0,1
410,2016-12-05 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pacers,Clippers,12,5,21,0,1
411,2016-12-06 19:00:00,Wells Fargo Center,"Philadelphia, PA",11815,20318,Nuggets,76ers,12,6,19,1,1
412,2016-12-06 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Cavaliers,Raptors,12,6,19,1,1
413,2016-12-06 19:30:00,Philips Arena,"Atlanta, GA",14654,18729,Thunder,Hawks,12,6,19,1,1
414,2016-12-06 20:00:00,United Center,"Chicago, IL",21351,20917,Blazers,Bulls,12,6,20,1,1
415,2016-12-06 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14256,18717,Spurs,Bucks,12,6,20,1,1
416,2016-12-06 20:00:00,Smoothie King Center,"New Orleans, LA",13795,17188,Grizzlies,Pelicans,12,6,20,1,1
417,2016-12-06 20:00:00,Toyota Center,"Houston, TX",15730,18104,Celtics,Rockets,12,6,20,1,1
418,2016-12-06 20:30:00,American Airlines Center,"Dallas, TX",19228,19200,Hornets,Mavericks,12,6,20,1,1
419,2016-12-06 22:30:00,STAPLES Center,"Los Angeles, CA",18279,19060,Jazz,Lakers,12,6,22,1,1
420,2016-12-06 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Pacers,Warriors,12,6,22,1,1
421,2016-12-07 19:00:00,Verizon Center,"Washington, DC",12116,20173,Magic,Wizards,12,7,19,2,1
422,2016-12-07 19:30:00,AmericanAirlines Arena,"Miami, FL",19610,19600,Knicks,Heat,12,7,19,2,1
423,2016-12-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14305,22076,Bulls,Pistons,12,7,19,2,1
424,2016-12-07 20:00:00,FedExForum,"Memphis, TN",13521,18119,76ers,Grizzlies,12,7,20,2,1
425,2016-12-07 20:00:00,Target Center,"Minneapolis, MN",12585,19356,Spurs,Timberwolves,12,7,20,2,1
426,2016-12-07 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",18997,19911,Suns,Jazz,12,7,21,2,1
427,2016-12-08 19:00:00,Spectrum Center,"Charlotte, NC",15141,19077,Pistons,Hornets,12,8,19,3,1
428,2016-12-08 19:00:00,Amway Center,"Orlando, FL",17009,18500,Celtics,Magic,12,8,19,3,1
429,2016-12-08 19:30:00,Philips Arena,"Atlanta, GA",11326,18729,Heat,Hawks,12,8,19,3,1
430,2016-12-08 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14033,18717,Blazers,Bucks,12,8,20,3,1
431,2016-12-08 20:00:00,Toyota Center,"Houston, TX",16141,18104,Lakers,Rockets,12,8,20,3,1
432,2016-12-08 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks,12,8,20,3,1
433,2016-12-08 20:30:00,American Airlines Center,"Dallas, TX",19711,19200,Kings,Mavericks,12,8,20,3,1
434,2016-12-08 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17452,18422,Pacers,Suns,12,8,21,3,1
435,2016-12-08 22:30:00,STAPLES Center,"Los Angeles, CA",19239,19060,Warriors,Clippers,12,8,22,3,1
436,2016-12-09 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Timberwolves,Raptors,12,9,19,4,1
437,2016-12-09 19:00:00,Verizon Center,"Washington, DC",12645,20173,Nuggets,Wizards,12,9,19,4,1
438,2016-12-09 20:00:00,FedExForum,"Memphis, TN",14317,18119,Blazers,Grizzlies,12,9,20,4,1
439,2016-12-09 20:00:00,Smoothie King Center,"New Orleans, LA",14158,17188,76ers,Pelicans,12,9,20,4,1
440,2016-12-09 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Warriors,Jazz,12,9,21,4,1
441,2016-12-09 21:30:00,United Center,"Chicago, IL",21489,20917,Spurs,Bulls,12,9,21,4,1
442,2016-12-10 19:00:00,Spectrum Center,"Charlotte, NC",15707,19077,Magic,Hornets,12,10,19,5,1
443,2016-12-10 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Heat,Cavaliers,12,10,19,5,1
444,2016-12-10 19:30:00,TD Garden,"Boston, MA",18624,18624,Raptors,Celtics,12,10,19,5,1
445,2016-12-10 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16289,18717,Hawks,Bucks,12,10,20,5,1
446,2016-12-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Rockets,Thunder,12,10,20,5,1
447,2016-12-10 20:00:00,Target Center,"Minneapolis, MN",14109,19356,Pistons,Timberwolves,12,10,20,5,1
448,2016-12-10 20:30:00,American Airlines Center,"Dallas, TX",19486,19200,Pacers,Mavericks,12,10,20,5,1
449,2016-12-10 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Suns,Lakers,12,10,22,5,1
450,2016-12-10 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Knicks,Kings,12,10,22,5,1
451,2016-12-11 19:00:00,Verizon Center,"Washington, DC",14816,20173,Bucks,Wizards,12,11,19,6,1
452,2016-12-11 19:00:00,Amway Center,"Orlando, FL",17010,18500,Nuggets,Magic,12,11,19,6,1
453,2016-12-11 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16211,18165,Blazers,Pacers,12,11,19,6,1
454,2016-12-11 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Hornets,Cavaliers,12,11,19,6,1
455,2016-12-11 20:00:00,United Center,"Chicago, IL",21450,20917,Heat,Bulls,12,11,20,6,1
456,2016-12-11 20:00:00,FedExForum,"Memphis, TN",18119,18119,Warriors,Grizzlies,12,11,20,6,1
457,2016-12-11 20:00:00,Toyota Center,"Houston, TX",15761,18104,Mavericks,Rockets,12,11,20,6,1
458,2016-12-11 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nets,Spurs,12,11,20,6,1
459,2016-12-11 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19331,19911,Kings,Jazz,12,11,21,6,1
460,2016-12-11 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Pelicans,Clippers,12,11,22,6,1
461,2016-12-12 18:00:00,The Palace of Auburn Hills,"Detroit, MI",7244,22076,76ers,Pistons,12,12,18,0,0
462,2016-12-12 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Celtics,Thunder,12,12,19,0,1
