,date,game_center,geo_location,attendance,capacity,home,guest,mon,day,time,dow,night
697,2017-01-18 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Timberwolves,Spurs,1,18,20,2,1
698,2017-01-18 22:30:00,STAPLES Center,"Los Angeles, CA",18412,19060,Nuggets,Lakers,1,18,22,2,1
699,2017-01-19 19:00:00,Wells Fargo Center,"Philadelphia, PA",17223,20318,Raptors,76ers,1,19,19,3,1
700,2017-01-19 19:00:00,Verizon Center,"Washington, DC",15079,20173,Grizzlies,Wizards,1,19,19,3,1
701,2017-01-19 19:00:00,Spectrum Center,"Charlotte, NC",15451,19077,Blazers,Hornets,1,19,19,3,1
702,2017-01-19 19:30:00,TD Garden,"Boston, MA",18624,18624,Knicks,Celtics,1,19,19,3,1
703,2017-01-19 20:00:00,Smoothie King Center,"New Orleans, LA",15818,17188,Magic,Pelicans,1,19,20,3,1
704,2017-01-19 20:00:00,Toyota Center,"Houston, TX",15782,18104,Bucks,Rockets,1,19,20,3,1
705,2017-01-19 20:00:00,The Palace of Auburn Hills,"Detroit, MI",15159,22076,Hawks,Pistons,1,19,20,3,1
706,2017-01-19 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Thunder,Warriors,1,19,22,3,1
707,2017-01-19 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pacers,Kings,1,19,22,3,1
708,2017-01-20 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Suns,Cavaliers,1,20,19,4,1
709,2017-01-20 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Mavericks,Heat,1,20,19,4,1
710,2017-01-20 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Wizards,Knicks,1,20,20,4,1
711,2017-01-20 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs,1,20,20,4,1
712,2017-01-20 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Timberwolves,Clippers,1,20,22,4,1
713,2017-01-21 19:00:00,Wells Fargo Center,"Philadelphia, PA",19476,20318,Blazers,76ers,1,21,19,5,1
714,2017-01-21 19:00:00,Spectrum Center,"Charlotte, NC",18378,19077,Raptors,Hornets,1,21,19,5,1
715,2017-01-21 19:00:00,Amway Center,"Orlando, FL",19307,18500,Bucks,Magic,1,21,19,5,1
716,2017-01-21 20:00:00,FedExForum,"Memphis, TN",16991,18119,Kings,Grizzlies,1,21,20,5,1
717,2017-01-21 20:00:00,Smoothie King Center,"New Orleans, LA",17004,17188,Nets,Pelicans,1,21,20,5,1
718,2017-01-21 20:00:00,Toyota Center,"Houston, TX",18055,18104,Warriors,Rockets,1,21,20,5,1
719,2017-01-21 20:00:00,Philips Arena,"Atlanta, GA",16328,18729,Bulls,Hawks,1,21,20,5,1
720,2017-01-21 20:30:00,American Airlines Center,"Dallas, TX",19421,19200,Jazz,Mavericks,1,21,20,5,1
721,2017-01-21 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Pacers,Lakers,1,21,22,5,1
722,2017-01-22 17:00:00,TD Garden,"Boston, MA",18624,18624,Blazers,Celtics,1,22,17,6,0
723,2017-01-22 18:00:00,The Palace of Auburn Hills,"Detroit, MI",18231,22076,Wizards,Pistons,1,22,18,6,0
724,2017-01-22 19:00:00,Spectrum Center,"Charlotte, NC",18583,19077,Nets,Hornets,1,22,19,6,1
725,2017-01-22 19:00:00,Philips Arena,"Atlanta, GA",15116,18729,76ers,Hawks,1,22,19,6,1
726,2017-01-22 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Suns,Knicks,1,22,19,6,1
727,2017-01-22 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Bucks,Heat,1,22,19,6,1
728,2017-01-22 20:00:00,FedExForum,"Memphis, TN",18119,18119,Rockets,Grizzlies,1,22,20,6,1
729,2017-01-22 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Spurs,Cavaliers,1,22,20,6,1
730,2017-01-22 21:00:00,Pepsi Center,"Denver, CO",16056,19155,Clippers,Nuggets,1,22,21,6,1
731,2017-01-22 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Pacers,Jazz,1,22,21,6,1
732,2017-01-22 21:00:00,United Center,"Chicago, IL",21606,20917,Kings,Bulls,1,22,21,6,1
733,2017-01-23 12:00:00,Amway Center,"Orlando, FL",18846,18500,Warriors,Magic,1,23,12,0,0
734,2017-01-23 15:30:00,American Airlines Center,"Dallas, TX",19484,19200,Lakers,Mavericks,1,23,15,0,0
735,2017-01-23 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Suns,Raptors,1,23,18,0,0
736,2017-01-23 19:00:00,Target Center,"Minneapolis, MN",12788,19356,Nuggets,Timberwolves,1,23,19,0,1
737,2017-01-24 19:00:00,Spectrum Center,"Charlotte, NC",15285,19077,Wizards,Hornets,1,24,19,1,1
738,2017-01-24 19:30:00,Philips Arena,"Atlanta, GA",12853,18729,Clippers,Hawks,1,24,19,1,1
739,2017-01-24 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Warriors,Heat,1,24,19,1,1
740,2017-01-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14017,22076,Kings,Pistons,1,24,19,1,1
741,2017-01-24 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14016,18717,Rockets,Bucks,1,24,20,1,1
742,2017-01-24 20:00:00,Smoothie King Center,"New Orleans, LA",17758,17188,Cavaliers,Pelicans,1,24,20,1,1
743,2017-01-24 20:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16015,18165,Knicks,Pacers,1,24,20,1,1
744,2017-01-24 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Thunder,Jazz,1,24,21,1,1
745,2017-01-25 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Spurs,Raptors,1,25,19,2,1
746,2017-01-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",17591,20318,Clippers,76ers,1,25,19,2,1
747,2017-01-25 19:00:00,Verizon Center,"Washington, DC",16387,20173,Celtics,Wizards,1,25,19,2,1
748,2017-01-25 19:00:00,Amway Center,"Orlando, FL",18846,18500,Bulls,Magic,1,25,19,2,1
749,2017-01-25 21:00:00,Pepsi Center,"Denver, CO",10867,19155,Jazz,Nuggets,1,25,21,2,1
750,2017-01-25 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17241,18422,Timberwolves,Suns,1,25,21,2,1
751,2017-01-26 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Kings,Cavaliers,1,26,19,3,1
752,2017-01-26 19:30:00,TD Garden,"Boston, MA",18624,18624,Rockets,Celtics,1,26,19,3,1
753,2017-01-26 20:00:00,United Center,"Chicago, IL",21445,20917,Hawks,Bulls,1,26,20,3,1
754,2017-01-26 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13663,18717,76ers,Bucks,1,26,20,3,1
755,2017-01-26 20:00:00,FedExForum,"Memphis, TN",15904,18119,Raptors,Grizzlies,1,26,20,3,1
756,2017-01-26 20:00:00,Smoothie King Center,"New Orleans, LA",15277,17188,Thunder,Pelicans,1,26,20,3,1
757,2017-01-26 20:00:00,Spectrum Center,"Charlotte, NC",19639,19077,Warriors,Hornets,1,26,20,3,1
758,2017-01-26 20:30:00,American Airlines Center,"Dallas, TX",19750,19200,Knicks,Mavericks,1,26,20,3,1
759,2017-01-26 22:30:00,Moda Center,"Portland, OR",19393,19441,Lakers,Trail,1,26,22,3,1
760,2017-01-27 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Mavericks,Thunder,1,27,20,4,1
761,2017-01-27 20:00:00,Target Center,"Minneapolis, MN",14862,19356,Pacers,Timberwolves,1,27,20,4,1
762,2017-01-27 21:00:00,Pepsi Center,"Denver, CO",12231,19155,Suns,Nuggets,1,27,21,4,1
763,2017-01-27 22:30:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Lakers,Jazz,1,27,22,4,1
764,2017-01-28 20:00:00,Wells Fargo Center,"Philadelphia, PA",20588,20318,Rockets,76ers,1,28,20,5,1
765,2017-01-28 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nets,Cavaliers,1,28,19,5,1
766,2017-01-28 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17522,18165,Kings,Pacers,1,28,19,5,1
767,2017-01-28 19:30:00,TD Garden,"Boston, MA",18624,18624,Magic,Celtics,1,28,19,5,1
768,2017-01-28 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Bucks,Raptors,1,28,19,5,1
769,2017-01-28 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Hornets,Knicks,1,28,19,5,1
770,2017-01-28 20:00:00,United Center,"Chicago, IL",22082,20917,Heat,Bulls,1,28,20,5,1
771,2017-01-28 20:00:00,Smoothie King Center,"New Orleans, LA",17757,17188,Spurs,Pelicans,1,28,20,5,1
772,2017-01-28 20:00:00,Philips Arena,"Atlanta, GA",16968,18729,Wizards,Hawks,1,28,20,5,1
773,2017-01-28 22:00:00,Moda Center,"Portland, OR",19558,19441,Grizzlies,Trail,1,28,22,5,1
774,2017-01-29 19:00:00,Spectrum Center,"Charlotte, NC",18597,19077,Kings,Hornets,1,29,19,6,1
775,2017-01-29 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pistons,Heat,1,29,19,6,1
776,2017-01-29 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",18717,18717,Celtics,Bucks,1,29,20,6,1
777,2017-01-29 20:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Clippers,Warriors,1,29,20,6,1
778,2017-01-29 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Grizzlies,Jazz,1,29,21,6,1
779,2017-01-29 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Nuggets,Suns,1,29,21,6,1
780,2017-01-29 21:00:00,Target Center,"Minneapolis, MN",14798,19356,Nets,Timberwolves,1,29,21,6,1
781,2017-01-30 15:00:00,Philips Arena,"Atlanta, GA",13643,18729,Knicks,Hawks,1,30,15,0,0
782,2017-01-30 15:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Thunder,Cavaliers,1,30,15,0,0
783,2017-01-30 18:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Rockets,Pacers,1,30,18,0,0
784,2017-01-30 18:00:00,Smoothie King Center,"New Orleans, LA",16779,17188,Wizards,Pelicans,1,30,18,0,0
785,2017-01-30 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Magic,Raptors,1,30,18,0,0
786,2017-01-30 19:00:00,United Center,"Chicago, IL",21606,20917,76ers,Bulls,1,30,19,0,1
787,2017-01-30 19:00:00,AT&T Center,"San Antonio, TX",18418,18581,Mavericks,Spurs,1,30,19,0,1
788,2017-01-30 21:00:00,Moda Center,"Portland, OR",19393,19441,Warriors,Trail,1,30,21,0,1
789,2017-01-31 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Nets,Heat,1,31,19,1,1
790,2017-01-31 20:00:00,Target Center,"Minneapolis, MN",11124,19356,Magic,Timberwolves,1,31,20,1,1
791,2017-01-31 20:00:00,TD Garden,"Boston, MA",18188,18624,Pistons,Celtics,1,31,20,1,1
792,2017-01-31 20:30:00,American Airlines Center,"Dallas, TX",20202,19200,Cavaliers,Mavericks,1,31,20,1,1
793,2017-01-31 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",16332,18422,Grizzlies,Suns,1,31,22,1,1
794,2017-02-01 19:00:00,Verizon Center,"Washington, DC",16683,20173,Knicks,Wizards,2,1,19,2,1
795,2017-02-01 19:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pelicans,Raptors,2,1,19,2,1
796,2017-02-01 20:00:00,Toyota Center,"Houston, TX",15187,18104,Kings,Rockets,2,1,20,2,1
797,2017-02-01 20:30:00,AT&T Center,"San Antonio, TX",18418,18581,Thunder,Spurs,2,1,20,2,1
798,2017-02-01 22:00:00,Moda Center,"Portland, OR",19393,19441,Hornets,Trail,2,1,22,2,1
799,2017-02-01 22:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Nuggets,Lakers,2,1,22,2,1
800,2017-02-04 19:00:00,Amway Center,"Orlando, FL",17141,18500,Raptors,Magic,2,4,19,5,1
801,2017-02-04 19:30:00,The Palace of Auburn Hills,"Detroit, MI",16934,22076,Timberwolves,Pistons,2,4,19,5,1
802,2017-02-04 20:00:00,Toyota Center,"Houston, TX",18055,18104,Bulls,Rockets,2,4,20,5,1
803,2017-02-04 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Grizzlies,Thunder,2,4,20,5,1
804,2017-02-04 20:00:00,TD Garden,"Boston, MA",18624,18624,Lakers,Celtics,2,4,20,5,1
805,2017-02-04 21:00:00,Pepsi Center,"Denver, CO",18792,19155,Bucks,Nuggets,2,4,21,5,1
806,2017-02-04 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Suns,Kings,2,4,22,5,1
807,2017-02-04 22:30:00,Moda Center,"Portland, OR",19393,19441,Mavericks,Trail,2,4,22,5,1
808,2017-02-05 19:00:00,Verizon Center,"Washington, DC",19651,20173,Pelicans,Wizards,2,5,19,6,1
809,2017-02-05 19:00:00,Philips Arena,"Atlanta, GA",16691,18729,Magic,Hawks,2,5,19,6,1
810,2017-02-05 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17660,18165,Pistons,Pacers,2,5,19,6,1
811,2017-02-05 19:30:00,AmericanAirlines Arena,"Miami, FL",19754,19600,76ers,Heat,2,5,19,6,1
812,2017-02-05 20:30:00,Madison Square Garden,"New York, NY",19812,19763,Cavaliers,Knicks,2,5,20,6,1
813,2017-02-05 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Hornets,Jazz,2,5,21,6,1
814,2017-02-05 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",17192,18422,Bucks,Suns,2,5,21,6,1
815,2017-02-05 21:00:00,AT&T Center,"San Antonio, TX",18418,18581,Nuggets,Spurs,2,5,21,6,1
816,2017-02-05 21:00:00,Target Center,"Minneapolis, MN",15081,19356,Grizzlies,Timberwolves,2,5,21,6,1
817,2017-02-05 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Warriors,Kings,2,5,22,6,1
818,2017-02-06 14:00:00,TD Garden,"Boston, MA",18624,18624,Clippers,Celtics,2,6,14,0,0
819,2017-02-06 15:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Blazers,Thunder,2,6,15,0,0
820,2017-02-07 19:00:00,Madison Square Garden,"New York, NY",19812,19763,Lakers,Knicks,2,7,19,1,1
821,2017-02-07 19:00:00,Verizon Center,"Washington, DC",20356,20173,Cavaliers,Wizards,2,7,19,1,1
822,2017-02-07 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",16123,18165,Thunder,Pacers,2,7,19,1,1
823,2017-02-07 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Clippers,Raptors,2,7,19,1,1
824,2017-02-07 19:30:00,Philips Arena,"Atlanta, GA",13126,18729,Jazz,Hawks,2,7,19,1,1
825,2017-02-07 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14731,22076,76ers,Pistons,2,7,19,1,1
826,2017-02-07 20:00:00,Smoothie King Center,"New Orleans, LA",15888,17188,Suns,Pelicans,2,7,20,1,1
827,2017-02-07 20:00:00,Target Center,"Minneapolis, MN",12502,19356,Heat,Timberwolves,2,7,20,1,1
828,2017-02-07 21:00:00,Pepsi Center,"Denver, CO",13047,19155,Mavericks,Nuggets,2,7,21,1,1
829,2017-02-07 21:30:00,FedExForum,"Memphis, TN",16708,18119,Spurs,Grizzlies,2,7,21,1,1
830,2017-02-07 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Bulls,Kings,2,7,22,1,1
831,2017-02-08 19:00:00,Spectrum Center,"Charlotte, NC",15322,19077,Nets,Hornets,2,8,19,2,1
832,2017-02-08 20:00:00,Toyota Center,"Houston, TX",15514,18104,Magic,Rockets,2,8,20,2,1
833,2017-02-08 20:30:00,American Airlines Center,"Dallas, TX",19326,19200,Blazers,Mavericks,2,8,20,2,1
834,2017-02-09 19:00:00,Wells Fargo Center,"Philadelphia, PA",19233,20318,Spurs,76ers,2,9,19,3,1
835,2017-02-09 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17580,18165,Cavaliers,Pacers,2,9,19,3,1
836,2017-02-09 19:30:00,Philips Arena,"Atlanta, GA",14222,18729,Nuggets,Hawks,2,9,19,3,1
837,2017-02-09 19:30:00,The Palace of Auburn Hills,"Detroit, MI",15121,22076,Lakers,Pistons,2,9,19,3,1
838,2017-02-09 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",14211,18717,Heat,Bucks,2,9,20,3,1
839,2017-02-09 20:00:00,FedExForum,"Memphis, TN",16044,18119,Suns,Grizzlies,2,9,20,3,1
840,2017-02-09 20:00:00,Smoothie King Center,"New Orleans, LA",14508,17188,Jazz,Pelicans,2,9,20,3,1
841,2017-02-09 20:00:00,Target Center,"Minneapolis, MN",13832,19356,Raptors,Timberwolves,2,9,20,3,1
842,2017-02-09 20:00:00,Madison Square Garden,"New York, NY",19812,19763,Clippers,Knicks,2,9,20,3,1
843,2017-02-09 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Bulls,Warriors,2,9,22,3,1
844,2017-02-09 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Celtics,Kings,2,9,22,3,1
845,2017-02-10 19:00:00,Spectrum Center,"Charlotte, NC",16270,19077,Rockets,Hornets,2,10,19,4,1
846,2017-02-10 19:00:00,Amway Center,"Orlando, FL",17829,18500,76ers,Magic,2,10,19,4,1
847,2017-02-10 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Cavaliers,Thunder,2,10,20,4,1
848,2017-02-10 20:30:00,American Airlines Center,"Dallas, TX",19883,19200,Jazz,Mavericks,2,10,20,4,1
849,2017-02-10 22:30:00,Moda Center,"Portland, OR",19393,19441,Celtics,Trail,2,10,22,4,1
850,2017-02-11 19:30:00,Madison Square Garden,"New York, NY",19812,19763,Nuggets,Knicks,2,11,19,5,1
851,2017-02-11 19:30:00,The Palace of Auburn Hills,"Detroit, MI",17222,22076,Spurs,Pistons,2,11,19,5,1
852,2017-02-11 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16380,18717,Lakers,Bucks,2,11,20,5,1
853,2017-02-11 20:00:00,FedExForum,"Memphis, TN",18119,18119,Warriors,Grizzlies,2,11,20,5,1
854,2017-02-11 20:00:00,Target Center,"Minneapolis, MN",16093,19356,Pelicans,Timberwolves,2,11,20,5,1
855,2017-02-11 20:00:00,Verizon Center,"Washington, DC",19503,20173,Pacers,Wizards,2,11,20,5,1
856,2017-02-11 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Hawks,Kings,2,11,22,5,1
857,2017-02-11 22:30:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Bulls,Suns,2,11,22,5,1
858,2017-02-12 17:00:00,Spectrum Center,"Charlotte, NC",19483,19077,Clippers,Hornets,2,12,17,6,0
859,2017-02-12 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Bucks,Pacers,2,12,19,6,1
860,2017-02-12 19:30:00,Wells Fargo Center,"Philadelphia, PA",20698,20318,Heat,76ers,2,12,19,6,1
861,2017-02-12 19:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Nuggets,Cavaliers,2,12,19,6,1
862,2017-02-12 21:00:00,Toyota Center,"Houston, TX",18055,18104,Suns,Rockets,2,12,21,6,1
863,2017-02-12 20:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Warriors,Thunder,2,12,20,6,1
864,2017-02-12 21:00:00,American Airlines Center,"Dallas, TX",20052,19200,Magic,Mavericks,2,12,21,6,1
865,2017-02-12 22:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19911,19911,Celtics,Jazz,2,12,22,6,1
866,2017-02-13 15:30:00,Target Center,"Minneapolis, MN",19356,19356,Bulls,Timberwolves,2,13,15,0,0
867,2017-02-13 15:30:00,Madison Square Garden,"New York, NY",19812,19763,Spurs,Knicks,2,13,15,0,0
868,2017-02-13 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Pistons,Raptors,2,13,18,0,0
869,2017-02-13 21:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Pelicans,Kings,2,13,21,0,1
870,2017-02-14 20:00:00,Verizon Center,"Washington, DC",20356,20173,Thunder,Wizards,2,14,20,1,1
871,2017-02-14 19:00:00,Spectrum Center,"Charlotte, NC",15775,19077,76ers,Hornets,2,14,19,1,1
872,2017-02-14 19:30:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Magic,Heat,2,14,19,1,1
873,2017-02-14 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",13397,18717,Pistons,Bucks,2,14,20,1,1
874,2017-02-14 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",15203,18165,Spurs,Pacers,2,14,19,1,1
875,2017-02-14 20:30:00,American Airlines Center,"Dallas, TX",20159,19200,Celtics,Mavericks,2,14,20,1,1
876,2017-02-14 21:00:00,Pepsi Center,"Denver, CO",19941,19155,Warriors,Nuggets,2,14,21,1,1
877,2017-02-14 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19521,19911,Clippers,Jazz,2,14,21,1,1
878,2017-02-14 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",16321,18422,Pelicans,Suns,2,14,21,1,1
879,2017-02-14 22:30:00,Moda Center,"Portland, OR",19475,19441,Hawks,Trail,2,14,22,1,1
880,2017-02-15 20:00:00,United Center,"Chicago, IL",21220,20917,Raptors,Bulls,2,15,20,2,1
881,2017-02-15 20:00:00,Target Center,"Minneapolis, MN",17738,19356,Cavaliers,Timberwolves,2,15,20,2,1
882,2017-02-15 22:30:00,STAPLES Center,"Los Angeles, CA",19997,19060,Kings,Lakers,2,15,22,2,1
883,2017-02-16 19:00:00,Amway Center,"Orlando, FL",17101,18500,Spurs,Magic,2,16,19,3,1
884,2017-02-16 19:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Pacers,Cavaliers,2,16,19,3,1
885,2017-02-16 19:30:00,TD Garden,"Boston, MA",18624,18624,76ers,Celtics,2,16,19,3,1
886,2017-02-16 19:30:00,Air Canada Centre,"Toronto, ON",19800,19800,Hornets,Raptors,2,16,19,3,1
887,2017-02-16 19:30:00,The Palace of Auburn Hills,"Detroit, MI",13549,22076,Mavericks,Pistons,2,16,19,3,1
888,2017-02-16 20:00:00,FedExForum,"Memphis, TN",16145,18119,Pelicans,Grizzlies,2,16,20,3,1
889,2017-02-16 20:00:00,Toyota Center,"Houston, TX",16967,18104,Heat,Rockets,2,16,20,3,1
890,2017-02-16 21:00:00,Pepsi Center,"Denver, CO",13924,19155,Timberwolves,Nuggets,2,16,21,3,1
891,2017-02-16 21:00:00,Vivint Smart Home Arena,"Salt Lake City, UT",19590,19911,Blazers,Jazz,2,16,21,3,1
892,2017-02-16 21:00:00,Talking Stick Resort Arena,"Phoenix, AZ",18055,18422,Lakers,Suns,2,16,21,3,1
893,2017-02-16 21:30:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Knicks,Thunder,2,16,21,3,1
894,2017-02-16 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Hawks,Clippers,2,16,22,3,1
895,2017-02-16 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Kings,Warriors,2,16,22,3,1
896,2017-02-17 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17233,18165,Wizards,Pacers,2,17,19,4,1
897,2017-02-17 20:00:00,United Center,"Chicago, IL",21866,20917,Celtics,Bulls,2,17,20,4,1
898,2017-02-24 19:00:00,Amway Center,"Orlando, FL",17487,18500,Blazers,Magic,2,24,19,4,1
899,2017-02-24 19:30:00,The Palace of Auburn Hills,"Detroit, MI",14913,22076,Hornets,Pistons,2,24,19,4,1
900,2017-02-24 20:00:00,Smoothie King Center,"New Orleans, LA",18470,17188,Rockets,Pelicans,2,24,20,4,1
901,2017-02-24 20:00:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Knicks,Cavaliers,2,24,20,4,1
902,2017-02-24 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Clippers,Warriors,2,24,22,4,1
903,2017-02-24 22:30:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Nuggets,Kings,2,24,22,4,1
904,2017-02-25 19:00:00,Wells Fargo Center,"Philadelphia, PA",19277,20318,Wizards,76ers,2,25,19,5,1
905,2017-02-25 19:00:00,Bankers Life Fieldhouse,"Indianapolis, IN",17923,18165,Grizzlies,Pacers,2,25,19,5,1
906,2017-02-25 20:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Celtics,Raptors,2,25,20,5,1
907,2017-02-25 20:00:00,United Center,"Chicago, IL",21641,20917,Suns,Bulls,2,25,20,5,1
908,2017-02-25 20:00:00,BMO Harris Bradley Center,"Milwaukee, WI",16064,18717,Jazz,Bucks,2,25,20,5,1
909,2017-02-25 20:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Lakers,Thunder,2,25,20,5,1
910,2017-02-25 20:00:00,Target Center,"Minneapolis, MN",15948,19356,Mavericks,Timberwolves,2,25,20,5,1
911,2017-02-25 20:00:00,Philips Arena,"Atlanta, GA",18122,18729,Heat,Hawks,2,25,20,5,1
912,2017-02-25 21:00:00,Pepsi Center,"Denver, CO",17143,19155,Nets,Nuggets,2,25,21,5,1
913,2017-02-25 22:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Spurs,Clippers,2,25,22,5,1
914,2017-02-26 17:00:00,Golden 1 Center,"SACRAMENTO, CA",17608,17500,Hornets,Kings,2,26,17,6,0
915,2017-02-26 19:00:00,Amway Center,"Orlando, FL",18498,18500,Hawks,Magic,2,26,19,6,1
916,2017-02-26 19:30:00,Madison Square Garden,"New York, NY",19812,19763,76ers,Knicks,2,26,19,6,1
917,2017-02-26 20:00:00,AmericanAirlines Arena,"Miami, FL",19600,19600,Pacers,Heat,2,26,20,6,1
918,2017-02-26 20:30:00,American Airlines Center,"Dallas, TX",20411,19200,Pelicans,Mavericks,2,26,20,6,1
919,2017-02-26 20:30:00,Quicken Loans Arena,"Cleveland, OH",20562,20562,Bulls,Cavaliers,2,26,20,6,1
920,2017-02-26 21:00:00,Toyota Center,"Houston, TX",18055,18104,Timberwolves,Rockets,2,26,21,6,1
921,2017-02-26 22:30:00,ORACLE Arena,"Oakland, CA",19596,19596,Nets,Warriors,2,26,22,6,1
922,2017-02-27 15:30:00,STAPLES Center,"Los Angeles, CA",18997,19060,Spurs,Lakers,2,27,15,0,0
923,2017-02-27 15:30:00,BMO Harris Bradley Center,"Milwaukee, WI",16051,18717,Suns,Bucks,2,27,15,0,0
924,2017-02-27 17:00:00,Pepsi Center,"Denver, CO",18024,19155,Grizzlies,Nuggets,2,27,17,0,0
925,2017-02-27 17:00:00,Verizon Center,"Washington, DC",19648,20173,Jazz,Wizards,2,27,17,0,0
926,2017-02-27 18:00:00,Air Canada Centre,"Toronto, ON",19800,19800,Blazers,Raptors,2,27,18,0,0
927,2017-02-27 18:00:00,The Palace of Auburn Hills,"Detroit, MI",20141,22076,Celtics,Pistons,2,27,18,0,0
928,2017-02-27 19:00:00,Chesapeake Energy Arena,"Oklahoma City, OK",18203,18203,Pelicans,Thunder,2,27,19,0,1
929,2017-02-27 21:30:00,STAPLES Center,"Los Angeles, CA",19060,19060,Hornets,Clippers,2,27,21,0,1
